"","fid","2.sell.place.name","2.sell.place.ward","2.sell.place.district","6.buy.place.name","6.buy.place.ward","6.buy.place.district","2.sell.place.ward.final","2.sell.place.district.final","2.sell.place.region.final","acceptAll.final.x","6.buy.place.ward.final","6.buy.place.district.final","6.buy.place.region.final","acceptAll.final.y"
"2896",1160751,"salamiti","sofi","malinyi","itete","itete","malinyi","sofi","malinyi.dc","morogoro","acceptWDR0","itete","malinyi.dc","morogoro","acceptWDR0"
"2897",1160767,NA,NA,NA,"ndomoni","ndomoni","nachingwea",NA,NA,NA,NA,"ndomoni","nachingwea.dc","lindi","acceptWDR0"
"2898",1160768,"zinga.kibaoni","zinga","kilwa",NA,NA,NA,"miguruwe","kilwa.dc","lindi","acceptHF6",NA,NA,NA,NA
"2899",1160769,"meatu.simiyu","meatu","meatu",NA,NA,NA,"mwanhuzi","meatu.dc","simiyu","acceptHF0",NA,NA,NA,NA
"2900",1160779,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2901",1160780,"ilomba","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2902",1160781,"idiwili","idiwili","mbozi","mlowo","mlowo","mbozi","iyula","mbozi.dc","songwe","acceptHF0","mlowo","mbozi.dc","songwe","acceptWDR0"
"2903",1160782,"mbewe","mlangali","mbozi",NA,NA,NA,"mlangali","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2904",1160783,NA,NA,NA,"mbewe","mlangali","mbozi",NA,NA,NA,NA,"mlangali","mbozi.dc","songwe","acceptWDR0"
"2905",1160784,"idiwili","idiwili","mbozi","mpemba.tunduma","mpemba","momba","iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2906",1160785,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2907",1160786,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2908",1160787,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2909",1160788,NA,NA,NA,"ilomba","idiwili","mbozi",NA,NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0"
"2910",1160789,"ilomba","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2911",1160790,"iyula","iyula","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2912",1160791,"idunda","iyula","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2913",1160792,"idunda","iyula","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2914",1160793,NA,NA,NA,"halaka","hezia","mbozi",NA,NA,NA,NA,NA,NA,NA,NA
"2915",1160794,"idunda","iyula","mbozi","idunda","iyula","mbozi","iyula","mbozi.dc","songwe","acceptWDR0","iyula","mbozi.dc","songwe","acceptWDR0"
"2916",1160795,NA,NA,NA,"ilomba","idiwili","mbozi",NA,NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0"
"2917",1160796,NA,NA,NA,"idiwili","idiwili","mbozi",NA,NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0"
"2918",1160797,"iyula.b","iyula","songwe",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR1",NA,NA,NA,NA
"2919",1160798,"idiwili","itiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF2",NA,NA,NA,NA
"2920",1160799,"idiwili","idiwili","mbozi","idiwili","idiwili","mbozi","iyula","mbozi.dc","songwe","acceptHF0","iyula","mbozi.dc","songwe","acceptHF0"
"2921",1160800,NA,NA,NA,"idiwili","idiwili","mbozi",NA,NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0"
"2922",1160801,"urulu","idiwili","mbozi","urulu","idiwili","mbozi","iyula","mbozi.dc","songwe","acceptHF0","iyula","mbozi.dc","songwe","acceptHF0"
"2923",1160802,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2924",1160803,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2925",1160804,"udunda","iyula","mbozi","idunda","iyula","mbozi","iyula","mbozi.dc","songwe","acceptWDR0","iyula","mbozi.dc","songwe","acceptWDR0"
"2926",1160805,"iyula","iyula","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2927",1160806,"hatete","iyula","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2928",1160807,"iyula.b","iyula","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2929",1160808,NA,NA,NA,"chapwa","chapwa","mbozi",NA,NA,NA,NA,NA,NA,NA,NA
"2930",1160809,"hatete","hatete","mbozi","hatete","hatete","mbozi",NA,NA,NA,NA,NA,NA,NA,NA
"2931",1160810,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2932",1160813,NA,NA,NA,"iukululu","mlangali","mbozi",NA,NA,NA,NA,"mlangali","mbozi.dc","songwe","acceptWDR0"
"2933",1160814,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2934",1160815,NA,NA,NA,"ilomba","idiwili","mbozi",NA,NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0"
"2935",1160816,"idiwili","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2936",1160817,"lukululu","mlangali","mbozi",NA,NA,NA,"mlangali","mbozi.dc","songwe","acceptWDR0",NA,NA,NA,NA
"2937",1160818,"songwe","ukululu","mbozi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2938",1160819,"ululu","idiwili","mbozi",NA,NA,NA,"iyula","mbozi.dc","songwe","acceptHF0",NA,NA,NA,NA
"2939",1160843,"kalenga.kero.nyumbani","usangule","malinyi","kalenga.kero.nyumbani","usangule","malinyi","usangule","malinyi.dc","morogoro","acceptWDR0","usangule","malinyi.dc","morogoro","acceptWDR0"
"2940",1160844,"salamiti","sofi","malinyi",NA,NA,NA,"sofi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"2941",1160845,NA,NA,NA,"kiswago.ikulu.nyumbani","sofi","malinyi",NA,NA,NA,NA,"sofi","malinyi.dc","morogoro","acceptWDR0"
"2942",1160846,"sofi.majiji.nyumbani","sofi","malinyi",NA,NA,NA,"sofi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"2943",1160847,"kiswago","sofi","malinyi",NA,NA,NA,"sofi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"2944",1160848,"kitiwele.nyumbani","igawa","malinyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",1160849,"igawa.nyumbani","igawa","malinyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2946",1160850,"salamiti.sofi","sofi","malinyi","salamiti.nyumbani.kitongoji.cha.sofi","sofi","malinyi","sofi","malinyi.dc","morogoro","acceptWDR0","sofi","malinyi.dc","morogoro","acceptWDR0"
"2947",1160851,"lupiro","lupiro","ulanga","lupiro.nyumbani","lupiro","ulanga","lupiro","ulanga.dc","morogoro","acceptWDR0","lupiro","ulanga.dc","morogoro","acceptWDR0"
"2948",1160852,NA,NA,NA,"mahenge.mjini","mahenge","ulanga",NA,NA,NA,NA,"mahenge","ulanga.dc","morogoro","acceptWDR0"
"2949",1160853,NA,NA,NA,"nkongo.nyumbani","mwaya","ulanga",NA,NA,NA,NA,"mwaya","ulanga.dc","morogoro","acceptWDR0"
"2950",1160854,NA,NA,NA,"chirombola","chirombola","ulanga",NA,NA,NA,NA,"chirombola","ulanga.dc","morogoro","acceptWDR0"
"2951",1160855,NA,NA,NA,"ifakara","mlabani","ifakara",NA,NA,NA,NA,NA,NA,NA,NA
"2952",1160856,NA,NA,NA,"uponera.ibuyu","uponera","ulanga",NA,NA,NA,NA,NA,NA,NA,NA
"2953",1160857,"usangule.a.ibali","usangule","malinyi",NA,NA,NA,"usangule","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"2954",1160858,"itete.njiwa.nyumbani","itete","malinyi","itete","itete","malinyi","itete","malinyi.dc","morogoro","acceptWDR0","itete","malinyi.dc","morogoro","acceptWDR0"
"2955",1160859,"salamiti","sofi","malinyi",NA,NA,NA,"sofi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"2956",1160862,NA,NA,NA,"kichangani","kichangani","ulanga",NA,NA,NA,NA,"kichangani","ulanga.dc","morogoro","acceptWDR0"
"2957",1160863,"magereza.mikochi","iragua","ulanga","magereza.mikochi.nyumbani","iragua","ulanga","iragua","ulanga.dc","morogoro","acceptWDR0","iragua","ulanga.dc","morogoro","acceptWDR0"
"2958",1160864,NA,NA,NA,"mkomange","igawa","malinyi",NA,NA,NA,NA,NA,NA,NA,NA
"2959",1160865,"makerere","malinyi","malinyi",NA,NA,NA,"malinyi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"2960",1160888,"tanga.kilwa","zinga","kilwa","ndomondo","ndomoni","nachingwea",NA,NA,NA,NA,"ndomoni","nachingwea.dc","lindi","acceptWDR0"
"2961",1160889,"makitikiti","ndomoni","nachingwea",NA,NA,NA,"ndomoni","nachingwea.dc","lindi","acceptWDR0",NA,NA,NA,NA
"2962",1160891,"meatu.mkoa.wa.simiyu","mwanuzi","meatu",NA,NA,NA,"mwanhuzi","meatu.dc","simiyu","acceptWDR2",NA,NA,NA,NA
"2963",1161004,"zinga.kibaoni","zinga","kilwa",NA,NA,NA,"miguruwe","kilwa.dc","lindi","acceptHF6",NA,NA,NA,NA
"2964",1161005,NA,NA,NA,"mkomaindo","mkomaindo","masasi",NA,NA,NA,NA,"mkomaindo","masasi.tc","mtwara","acceptWDR1"
"2965",1161007,"meatu","bukundi","meatu",NA,NA,NA,"bukundi","meatu.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"2966",1161093,"mpanda",NA,"mpanda.manispaa","mpanda.mjini","makanyagio","mpanda.manispaa","mpanda.hotel","mpanda.mc","katavi","acceptWDR2","makanyagio","mpanda.mc","katavi","acceptWDR0"
"2967",1161094,"miyagala","sibwesa","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",1161095,"santa.maria","mwamkulu","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",1161338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970",1161339,"chitekete","chitekete","newala",NA,NA,NA,"chitekete","newala.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"2971",1161340,"makong.onda","makong.onda","masasi",NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptHF0",NA,NA,NA,NA
"2972",1161341,"chitandi","nangwala","newala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",1161342,"kinyope","kinyope","lindi",NA,NA,NA,"rutamba","lindi.dc","lindi","acceptHF0",NA,NA,NA,NA
"2974",1161374,NA,NA,NA,"tulindane","tulindane","newala",NA,NA,NA,NA,NA,NA,NA,NA
"2975",1161375,"uchingu","luchingu","newala",NA,NA,NA,"chihangu","newala.dc","mtwara","acceptHF2",NA,NA,NA,NA
"2976",1161376,"mchauru","mchauru","masasi","majengo","mtonya","newala","mchauru","masasi.dc","mtwara","acceptWDR0","mtonya","newala.tc","mtwara","acceptWDR1"
"2977",1161377,"chikolopola","chikolopola","masasi","nangwala","nangwala","newala","chikolopola","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"2978",1161378,"mtongwele","maputi","newala",NA,NA,NA,"maputi","newala.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"2979",1161604,"makong.onda","makong.onda","masasi","luchingu","luchingu","newala","mnavira","masasi.dc","mtwara","acceptHF0","chihangu","newala.dc","mtwara","acceptHF2"
"2980",1161606,"masasi.mtangalanga.chitekete.makonga","mitesa.mbuyuni.newala.mji","newala.masasi","tupendane","tulindane","newala",NA,NA,NA,NA,NA,NA,NA,NA
"2981",1161607,"mirewe","mchauru","masasi","majengo","mtonya","newala","mchauru","masasi.dc","mtwara","acceptWDR0","mtonya","newala.tc","mtwara","acceptWDR1"
"2982",1161610,"makong.onda.sindano.mnavira","makong.onda","masasi","mkunya","mkunya","newala","mnavira","masasi.dc","mtwara","acceptHF0","mkunya","newala.tc","mtwara","acceptWDR1"
"2983",1161611,"kinyope.lindi","kinyope","lindi",NA,NA,NA,"rutamba","lindi.dc","lindi","acceptHF0",NA,NA,NA,NA
"2984",1161671,NA,NA,NA,"luchingu.a","tulindane","newala",NA,NA,NA,NA,NA,NA,NA,NA
"2985",1161673,"mitesa","mitesa","masasi",NA,NA,NA,"namalenga","masasi.dc","mtwara","acceptHF0",NA,NA,NA,NA
"2986",1161675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987",1161677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988",1161679,NA,NA,NA,"mtongwele","maputi","newala",NA,NA,NA,NA,"maputi","newala.dc","mtwara","acceptWDR0"
"2989",1161753,"kapanga","katuma","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990",1161754,NA,NA,NA,"kasekese","kasekese","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA
"2991",1161755,"sibwesa","sibwesa","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",1161756,NA,NA,NA,"mpembe","katuma","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA
"2993",1161757,NA,NA,NA,"lukoma","lukoma","uvinza",NA,NA,NA,NA,"igalula","uvinza.dc","kigoma","acceptHF2"
"2994",1161765,NA,NA,NA,"nkungwi","sibwesa","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA
"2995",1161766,"kagunga","sibwesa","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996",1161767,NA,NA,NA,"mwamnkulu","mwamnkulu","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA
"2997",1161768,"milinda","mpembe","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2998",1161769,"sibwesa","sibwesa","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2999",1161770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3000",1161771,"kasekese","kasekese","tanganyika","mwankulu","mwamnkulu","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA
"3001",1161772,"sibwesa","sibwesa","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3002",1161773,"mwese","mwese","tanganyika",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3003",1161774,"kalyalya","kalyalya","kigoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3004",1161996,"salamiti","sofi","malinyi","njiwa.juu","itete.njiwa","malinyi","sofi","malinyi.dc","morogoro","acceptWDR0","itete","malinyi.dc","morogoro","acceptWDR2"
"3005",1161997,"itete","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3006",1161998,"njiwa.kati","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3007",1161999,NA,NA,NA,"njiwa.kati","itete.njiwa","malinyi",NA,NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2"
"3008",1162000,"usangule.a.nyumbani","usangule","malinyi",NA,NA,NA,"usangule","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"3009",1162001,NA,NA,NA,"madibira.chini.nganawa","mtimbira","malinyi",NA,NA,NA,NA,"mtimbira","malinyi.dc","morogoro","acceptWDR0"
"3010",1162002,NA,NA,NA,"njiwa.juu","itete.njiwa","malinyi",NA,NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2"
"3011",1162003,"usangule.a.likea","usangule","malinyi","usangule.a.likea.nyumbani","usangule","malinyi","usangule","malinyi.dc","morogoro","acceptWDR0","usangule","malinyi.dc","morogoro","acceptWDR0"
"3012",1162004,NA,NA,NA,"lupiro","lupiro","ulanga",NA,NA,NA,NA,"lupiro","ulanga.dc","morogoro","acceptWDR0"
"3013",1162005,NA,NA,NA,"nkongo","mwaya","ulanga",NA,NA,NA,NA,"mwaya","ulanga.dc","morogoro","acceptWDR0"
"3014",1162006,NA,NA,NA,"lukande.chera","lukande","ulanga",NA,NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0"
"3015",1162007,NA,NA,NA,"chikuti","msogezi","ulanga",NA,NA,NA,NA,"msogezi","ulanga.dc","morogoro","acceptWDR0"
"3016",1162008,"itete","itete.njiwa","malinyi","pugu","pugu","dar.es.salaam","itete","malinyi.dc","morogoro","acceptWDR2","pugu","ilala.mc","dar.es.salaam","acceptWDR1"
"3017",1162009,"njiwa.kati","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3018",1162010,"ipera.asilia","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3019",1162011,"mbuyuni","minepa","ulanga","mbuyuni","minepa","ulanga","minepa","ulanga.dc","morogoro","acceptWDR0","minepa","ulanga.dc","morogoro","acceptWDR0"
"3020",1162012,"usangule.a","usangule","malinyi",NA,NA,NA,"usangule","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"3021",1162013,"minazini.nyumbani","itete","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"3022",1162014,"alabama","itete","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"3023",1162015,"mikangaga","itete","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"3024",1162016,"ipera.asilia","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3025",1162017,"itete","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3026",1162018,"itete","itete.njiwa","malinyi",NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"3027",1162019,"salamiti","sofi","malinyi","kiswago","sofi","malinyi","sofi","malinyi.dc","morogoro","acceptWDR0","sofi","malinyi.dc","morogoro","acceptWDR0"
"3028",1162020,NA,NA,NA,"minazi.nyumbani","itete","malinyi",NA,NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR0"
"3029",1162021,NA,NA,NA,"alabama","itete","malinyi",NA,NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR0"
"3030",1162022,NA,NA,NA,"njiwa.kati","itete.njiwa","malinyi",NA,NA,NA,NA,"itete","malinyi.dc","morogoro","acceptWDR2"
"3031",1162023,NA,NA,NA,"chikuti","msogezi","ulanga",NA,NA,NA,NA,"msogezi","ulanga.dc","morogoro","acceptWDR0"
"3032",1162024,"nakafulu","lupiro","ulanga","nakafulu.nyumbani","lupiro","ulanga","lupiro","ulanga.dc","morogoro","acceptWDR0","lupiro","ulanga.dc","morogoro","acceptWDR0"
"3033",1162025,"magereza.nyumbani","iragua","malinyi",NA,NA,NA,"iragua","ulanga.dc","morogoro","acceptWDR1",NA,NA,NA,NA
"3034",1162034,"mnavira","mnavira","masasi","nanguruwe","nanguruwe","newala","mnavira","masasi.dc","mtwara","acceptWDR0","nanguruwe","newala.tc","mtwara","acceptWDR1"
"3035",1162036,"chikolopola","chikolopola","masasi",NA,NA,NA,"chikolopola","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"3036",1162038,"muhesi","muhesi","tunduru","masasi","masasi","masasi","muhuwesi","tunduru.dc","ruvuma","acceptWDR2",NA,NA,NA,NA
"3037",1162084,"manyuli","mnavira","masasi",NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptWDR0",NA,NA,NA,NA
"3038",1162086,"makong.onda","makong.onda","masasi",NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptHF0",NA,NA,NA,NA
"3039",1162088,"masasi","masasi","masasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040",1162232,"chikoropola.sindano.na.mnavira","sindano.mnavira","masasi","newala","nanguruwe","newala","sindano","masasi.dc","mtwara","acceptWDR2","nanguruwe","newala.tc","mtwara","acceptWDR1"
"3041",1162233,"sindano","sindano","masasi","manyuri","mnavira","masasi","sindano","masasi.dc","mtwara","acceptWDR0","mnavira","masasi.dc","mtwara","acceptWDR0"
"3042",1162234,"muhuwesi.tunduru","muhuwesi","tunduru","masasi","muhuwesi","tunduru","muhuwesi","tunduru.dc","ruvuma","acceptWDR0","muhuwesi","tunduru.dc","ruvuma","acceptWDR0"
"3043",1162235,NA,NA,NA,"nakarara","makong.onda","masasi",NA,NA,NA,NA,"mnavira","masasi.dc","mtwara","acceptHF0"
"3044",1162236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3045",1162237,"muhuwesi","muhuwesi","tunduru",NA,NA,NA,"muhuwesi","tunduru.dc","ruvuma","acceptWDR0",NA,NA,NA,NA
"3046",1162572,NA,NA,NA,"kinyampuma","nkung.ungu","chunya",NA,NA,NA,NA,"lupatingatinga","chunya.dc","mbeya","acceptHF0"
"3047",1162573,"ngalaiwa","nkungu.ngu","chunya",NA,NA,NA,"lupatingatinga","chunya.dc","mbeya","acceptHF2",NA,NA,NA,NA
"3048",1162574,NA,NA,NA,"igangwe","nkung.ungu","chunya",NA,NA,NA,NA,"lupatingatinga","chunya.dc","mbeya","acceptHF0"
"3049",1162575,"itimaa","ngwala","chunya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3050",1162576,NA,NA,NA,"shaurimoyo","mtanila","chunya",NA,NA,NA,NA,"mtanila","chunya.dc","mbeya","acceptWDR0"
"3051",1162577,"majengo","mtanila","chunya",NA,NA,NA,"mtanila","chunya.dc","mbeya","acceptWDR0",NA,NA,NA,NA
"3052",1162578,"mamba","mamba","chunya","mamba","mamba","chunya","mamba","chunya.dc","mbeya","acceptWDR0","mamba","chunya.dc","mbeya","acceptWDR0"
"3053",1162579,NA,NA,NA,"mwanzo.mgumu","nkung.ungu","chunya",NA,NA,NA,NA,"lupatingatinga","chunya.dc","mbeya","acceptHF0"
"3054",1162580,"ukombozi","nkung.ungu","chunya",NA,NA,NA,"lupatingatinga","chunya.dc","mbeya","acceptHF0",NA,NA,NA,NA
"3055",1162581,"igangwe","mtanila","chunya",NA,NA,NA,"mtanila","chunya.dc","mbeya","acceptWDR0",NA,NA,NA,NA
