fid,1.mrkt.activity,1.mrkt.activity.other,1.mrkt.activity.other.code,1.activity.sell,1.activity.middleman,1.activity.trade,1.activity.buy,1.activity.slaughter,1.activity.food,1.activity.other,1.activity.multi,2.sell.placetype.code,2.sell.placetype.other,2.sell.place.name,2.sell.place.ward,2.sell.place.district,2.sell.placetype.other.code,2.sell.village,2.sell.town,2.sell.market,2.sell.abattoir,2.sell.otherplace,3.sell.reason,3.sell.reason.other,3.sell.reason.other.code,3.sell.business,3.sell.household,3.sell.medical,3.sell.school,3.sell.livestocktreatment,3.sell.restock,3.sell.religious,3.sell.slaughter,3.sell.income,3.sell.agriculture,3.sell.food,3.sell.otherreason,3.sellreason.multi,4.sell.transport.type,4.sell.transport.other,4.sell.transport.other.code,4.sell.foot,4.sell.vehicle,4.sell.cart,4.sell.frommrkt,4.sell.othertransport,4.sell.unknowntransport,6.buy.placetype.code,6.buy.placetype.other,6.buy.place.name,6.buy.place.ward,6.buy.place.district,6.buy.transport.yesno,6.buy.placetype.other.code,6.buy.village,6.buy.town,6.buy.market,6.buy.abattoir,6.buy.otherplace,7.buy.reason,7.buy.reason.other,7.buy.reason.other.code,7.buy.business,7.buy.restock,7.buy.breedstock,7.buy.fattening,7.buy.rearing,7.buy.homeconsumption,7.buy.religious,7.buy.slaughter,7.buy.food,7.buy.informaltrade,7.buy.income,7.buy.otherreason,7.buyreason.multi,8.buy.transport.type,8.buy.transport.other,8.buy.transport.other.code,8.buy.foot,8.buy.vehicle,8.buy.cart,8.buy.motorbike,8.buy.slaughter,8.buy.atmarket,8.buy.othertransport,8.buy.unknowntransport,12.buy.sell.per.month,unique.row.identifier.uuid.
1145152,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,mindolaa,ilindi,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nimewakuta hapa hapa  mnadani,frommarket,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Sisafirishi,NA,0,0,0,0,0,0,0,0,1,6e92ec78-dc08-11ec-9416-9440c9ab47f0
1145153,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,63c8768e-dc08-11ec-9416-9440c9ab47f0
1145154,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mkakatika,mpamantwa,bahi,NA,1,0,0,0,0,-66,Nakuja kuuza kwaajili ya kupata ela ya kununua mbolea kwaajili ya kilimo,agriculture,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,73b6ee8c-dc08-11ec-9416-9440c9ab47f0
1145155,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mnkola,mnkola,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,772eb908-dc08-11ec-9416-9440c9ab47f0
1145156,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,1,NA,1,0,0,0,0,3,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,75b72945-dc08-11ec-9416-9440c9ab47f0
1145157,3,NA,NA,0,0,1,0,0,0,0,0,-66,Nawatoa m8nada tofauti tofauti,NA,NA,NA,market,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Mimi nakuja tu kununua mifugo na kusafirisha mikoani,NA,0,0,0,0,0,0,2,NA,dar.es.salam,pugu,temeke,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,1,6e1424fe-dc08-11ec-9416-9440c9ab47f0
1145158,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,691760ee-dc08-11ec-9416-9440c9ab47f0
1145159,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,NA,1,0,0,0,0,2 -66,Wakati mwingine nanunua na kuuza hapahapa,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,6f8d4be4-dc08-11ec-9416-9440c9ab47f0
1145160,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,-66,Nanunua na kuuza hapa mnadani,informaltrade,0,0,0,0,0,1,0,0,0,1,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,1,762c9d0a-dc08-11ec-9416-9440c9ab47f0
1145161,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,6465370f-dc08-11ec-9416-9440c9ab47f0
1145162,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,NA,1,0,0,0,0,4 2 1 3,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,2,NA,kizota,kizota,dodoma.mjini,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,28f1654b-dc16-11ec-9416-9440c9ab47f0
1145163,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,ibihwa,ibihwa,bahi,NA,1,0,0,0,0,2 4,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2de9d6e0-dc16-11ec-9416-9440c9ab47f0
1145164,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mnkola,ibihwa,bahi,NA,1,0,0,0,0,3 2,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2f81391b-dc16-11ec-9416-9440c9ab47f0
1145165,2;3,NA,NA,0,1,1,0,0,0,0,1,1,NA,mkakatika,mpamantwa,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mkakatika,mpamantwa,bahi,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,3,2844ed8a-dc16-11ec-9416-9440c9ab47f0
1145166,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mkakatika,mpamantwa,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,26438c1c-dc16-11ec-9416-9440c9ab47f0
1145167,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,ibihwa,ibihwa,bahi,NA,1,0,0,0,0,2 5,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,23aac8ba-dc16-11ec-9416-9440c9ab47f0
1145168,2,NA,NA,0,1,0,0,0,0,0,0,3,NA,mnkola,ibihwa,bahi,NA,0,0,1,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,2d725dfe-dc16-11ec-9416-9440c9ab47f0
1145169,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mindola,ilindi,bahi,NA,1,0,0,0,0,5 2,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,219b8db2-dc16-11ec-9416-9440c9ab47f0
1145585,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mkombola,chigongwe,dodoma.mjini,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,217afdc0-dc16-11ec-9416-9440c9ab47f0
1145586,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kigwe,kigwe,bahi,NA,0,0,1,0,0,1 2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,2,NA,kibaha,soga,kibaha,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,6,2cd6bef6-dc16-11ec-9416-9440c9ab47f0
1145587,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Siondoki na mifugo,NA,0,0,0,0,0,0,0,0,2,265d8c28-dc16-11ec-9416-9440c9ab47f0
1145588,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,kimendeli,chikola,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2145ba6b-dc16-11ec-9416-9440c9ab47f0
1145589,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mhurugano,chikola,bahi,NA,1,0,0,0,0,1 2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,27f9b7e1-dc16-11ec-9416-9440c9ab47f0
1145590,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mpinga,kigwe,bahi,NA,1,0,0,0,0,2 5,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2cb0c71f-dc16-11ec-9416-9440c9ab47f0
1145591,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,bahi,bahi,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2543190a-dc16-11ec-9416-9440c9ab47f0
1145592,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,majili,sasagila,manyoni,NA,1,0,0,0,0,2 1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,268c58c4-dc16-11ec-9416-9440c9ab47f0
1145593,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kigwe,kigwe,bahi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Wamefikishwa na wafugaji toka sehemu tofauti tofauti,other,0,0,0,0,1,0,3,NA,kigwe,kigwe,bahi,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,295ea3f4-dc16-11ec-9416-9440c9ab47f0
1145594,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kigwe,kigwe,bahi,NA,0,0,1,0,0,1 2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1,NA,kibaha,soga,kibaha,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,10,28988b6c-dc16-11ec-9416-9440c9ab47f0
1145595,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,chikola,chikola,bahi,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,1,240014b3-dc16-11ec-9416-9440c9ab47f0
1145596,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kigwe,kigwe,bahi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,2,NA,kibaha,soga,kibaha,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,2112e08d-dc16-11ec-9416-9440c9ab47f0
1145597,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kigwe,kigwe,bahi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,3,NA,kibaha,NA,kibaha,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,24,2db75f21-dc16-11ec-9416-9440c9ab47f0
1145598,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,msembeta,chigongwe,dodoma.mjini,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,1,22109728-dc16-11ec-9416-9440c9ab47f0
1145599,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,makanda,makanda,manyoni,NA,1,0,0,0,0,3 2,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,2fc31365-dc16-11ec-9416-9440c9ab47f0
1145623,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nimewakuta hapa mnadani,frommarket,0,0,0,1,0,0,2,NA,dodoma.mjini,kizota,dodoma.mjini,1,NA,0,1,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,1,3d5ac7cc-dc0e-11ec-9416-9440c9ab47f0
1145624,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,chigongwe,chigongwe,dodoma.mjini,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,411d0ff3-dc0e-11ec-9416-9440c9ab47f0
1145625,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mpinga,mpinga,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,484e065a-dc0e-11ec-9416-9440c9ab47f0
1145626,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nimewanunua hapahapa mnadani,frommarket,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nauza hapahapa mnadani,at market,0,0,0,0,0,1,0,0,2,397408a5-dc0e-11ec-9416-9440c9ab47f0
1145627,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nimewanunua hapa mnadani,frommarket,0,0,0,1,0,0,2,NA,pugu,pugu,kibaha,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,2,46e5aaf7-dc0e-11ec-9416-9440c9ab47f0
1145628,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mzogole,mpinga,bahi,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,3,44f0f786-dc0e-11ec-9416-9440c9ab47f0
1145629,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nimewanunua hapahapa mnadani,frommarket,0,0,0,1,0,0,3,NA,pugu,pugu,kibaha,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,1,4060bb8e-dc0e-11ec-9416-9440c9ab47f0
1145630,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Sisafirishi nauza hapahapa mnadani,at market,0,0,0,0,0,1,0,0,2,437b44bb-dc0e-11ec-9416-9440c9ab47f0
1145631,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,msembeta,msembeta,dodoma.mjini,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,-66,Bodaboda,motorbike,0,0,0,1,0,0,0,0,1,38bbd38b-dc0e-11ec-9416-9440c9ab47f0
1145632,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Sisafirishi nauza hapahapa mnadani,at market,0,0,0,0,0,1,0,0,2,4469ac00-dc0e-11ec-9416-9440c9ab47f0
1145635,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Nimenunua hapahapa mnadani kwa mfugaji,frommarket,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,-66,Sisafirishi nauza hapahapa mnadani,at market,0,0,0,0,0,1,0,0,1,3650b3e3-dc0e-11ec-9416-9440c9ab47f0
1145636,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,400999fe-dc0e-11ec-9416-9440c9ab47f0
1145637,2,NA,NA,0,1,0,0,0,0,0,0,3,NA,kigwe,kigwe,bahi,NA,0,0,1,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,-66,Nanunua na kuwauzia watu hapa,frommarket,0,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,-66 1,Nanunua na kuwauzia wengine kwa bei tofauti na niliyonunua,"informaltrade, income",1,0,0,0,0,1,0,0,0,1,1,0,1,-66,Kazi yangu ninanunua na kuuza kwa matajiri hivyo naludi bila mfugo wowote,at market,0,0,0,0,0,1,0,0,4,395a2c68-dc0e-11ec-9416-9440c9ab47f0
1145638,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,kisasa,makuru,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,-66,Nanunua na kuwauza hela napata nkwa bosi ninayemkusanyia,NA,0,0,0,0,0,0,2,NA,dar.es.salaam,NA,NA,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,1,4586d72e-dc0e-11ec-9416-9440c9ab47f0
1145639,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,lugala,mbalaawala,bahi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3fcaa38b-dc0e-11ec-9416-9440c9ab47f0
1145640,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,mbalawawala,mbalawala,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3865cfcb-dc0e-11ec-9416-9440c9ab47f0
1145641,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,ibihwa,ibihwa,bahi,1,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3bb3fc50-dc0e-11ec-9416-9440c9ab47f0
1145642,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,ibihwa,ibihwa,bahi,NA,1,0,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,ibihwa,ibihwa,bahi,1,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,48185f62-dc0e-11ec-9416-9440c9ab47f0
1145643,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,nkulugano,chikola,bahi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3cb0b136-dc0e-11ec-9416-9440c9ab47f0
1145644,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,kigwe,kigwe,bahi,1,NA,1,0,0,0,0,6,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,4443a89b-dc0e-11ec-9416-9440c9ab47f0
