fid,1.mrkt.activity,1.mrkt.activity.other,1.mrkt.activity.other.code,1.activity.sell,1.activity.middleman,1.activity.trade,1.activity.buy,1.activity.slaughter,1.activity.food,1.activity.other,1.activity.multi,2.sell.placetype.code,2.sell.placetype.other,2.sell.place.name,2.sell.place.ward,2.sell.place.district,2.sell.placetype.other.code,2.sell.village,2.sell.town,2.sell.market,2.sell.abattoir,2.sell.otherplace,3.sell.reason,3.sell.reason.other,3.sell.reason.other.code,3.sell.business,3.sell.household,3.sell.medical,3.sell.school,3.sell.livestocktreatment,3.sell.restock,3.sell.religious,3.sell.slaughter,3.sell.income,3.sell.agriculture,3.sell.food,3.sell.otherreason,3.sellreason.multi,4.sell.transport.type,4.sell.transport.other,4.sell.transport.other.code,4.sell.foot,4.sell.vehicle,4.sell.cart,4.sell.frommrkt,4.sell.othertransport,4.sell.unknowntransport,6.buy.placetype.code,6.buy.placetype.other,6.buy.place.name,6.buy.place.ward,6.buy.place.district,6.buy.transport.yesno,6.buy.placetype.other.code,6.buy.village,6.buy.town,6.buy.market,6.buy.abattoir,6.buy.otherplace,7.buy.reason,7.buy.reason.other,7.buy.reason.other.code,7.buy.business,7.buy.restock,7.buy.breedstock,7.buy.fattening,7.buy.rearing,7.buy.homeconsumption,7.buy.religious,7.buy.slaughter,7.buy.food,7.buy.informaltrade,7.buy.income,7.buy.otherreason,7.buyreason.multi,8.buy.transport.type,8.buy.transport.other,8.buy.transport.other.code,8.buy.foot,8.buy.vehicle,8.buy.cart,8.buy.motorbike,8.buy.slaughter,8.buy.atmarket,8.buy.othertransport,8.buy.unknowntransport,12.buy.sell.per.month,unique.row.identifier.uuid.
1148845,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mwamondi,dutwa,bariadi.dc,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,40c698a2-dc0e-11ec-9416-9440c9ab47f0
1148846,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,ishoroba,dutwa,bariadi.dc,NA,1,0,0,0,0,2 4 7,NA,NA,0,1,0,1,0,0,1,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,3,NA,mnadani.kuuza,dutwa,bariadi.dc,1,NA,0,0,1,0,0,1 -66,Galagaja,other,1,0,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,1,0,0,0,0,0,0,0,4,3d06eea6-dc0e-11ec-9416-9440c9ab47f0
1148847,-66,Kufuga,breeding,0,0,0,0,0,0,0,0,3,NA,dutwa,dutwa,bariadi.dc,NA,0,0,1,0,0,-66,Nafuga,other,0,0,0,0,0,1,0,0,0,0,0,1,1,1,NA,NA,1,0,0,0,0,0,2,NA,bupandagila,nyakabindi,bariadi.tc,1,NA,0,1,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,422722a0-dc0e-11ec-9416-9440c9ab47f0
1148848,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,ngasamo,ngasamo,busega,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3b98d81f-dc0e-11ec-9416-9440c9ab47f0
1148849,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,igegu,igegu,bariadi.dc,NA,1,0,0,0,0,2 4,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,38181369-dc0e-11ec-9416-9440c9ab47f0
1148850,-66,Kuchinja,slaughter,0,0,0,0,1,0,0,0,3,NA,dutwa,dutwa,bariadi.dc,NA,0,0,1,0,0,-66,Kichinja,slaughter,0,0,0,0,0,1,0,1,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,3,NA,mwanza.machinjioni,NA,NA,1,NA,0,0,1,0,0,6 8,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,0,0,4,40ecabb2-dc0e-11ec-9416-9440c9ab47f0
1148851,3;1,NA,NA,1,0,1,0,0,0,0,1,1,NA,mbugani,banemhi,bariadi.dc,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,3,NA,dutwa,dutwa,bariadi.dc,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,NA,43682d13-dc0e-11ec-9416-9440c9ab47f0
1148852,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,salalia,matongo,bariadi.dc,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,4326c303-dc0e-11ec-9416-9440c9ab47f0
1148853,1,NA,NA,1,0,0,0,0,0,0,0,2,NA,gagabali,nyakabindi,bariadi.tc,NA,0,1,0,0,0,2 4,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,44bf9f53-dc0e-11ec-9416-9440c9ab47f0
1148854,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,dutwa,dutwa,bariadi.dc,NA,0,0,1,0,0,1 -66,Kuchinja,slaughter,1,0,0,0,0,1,0,1,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,2,NA,oldmaswa,nyakabindi,bariadi.tc,1,NA,0,1,0,0,0,6 1,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,4,3e369f80-dc0e-11ec-9416-9440c9ab47f0
1148855,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,lulayu,ikungulyabashashi,bariadi.dc,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,3ccc5933-dc0e-11ec-9416-9440c9ab47f0
1148856,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,dutwa,dutwa,bariadi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,nyamimbi,somanda,bariadi,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3f45d43c-dc0e-11ec-9416-9440c9ab47f0
1148857,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mwakibuga,nyakabindi,bariadi.dc,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3dccffec-dc0e-11ec-9416-9440c9ab47f0
1148858,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,nkuli,ikungu,bariadi.dc,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,1,NA,nkuli,ikungu,bariadi.dc,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,449848b3-dc0e-11ec-9416-9440c9ab47f0
1148859,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,sesele,nyakabindi,bariadi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,sesele,nyakabindi,bariadi,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,3fd08003-dc0e-11ec-9416-9440c9ab47f0
1148860,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,isuyu,gilya,bariadi.dc,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,374a6626-dc0e-11ec-9416-9440c9ab47f0
1148861,2;3;1,NA,NA,1,1,1,0,0,0,0,1,1,NA,sapiwi,sapiwi,bariadi.dc,NA,1,0,0,0,0,1 2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,1,NA,sapiwi,sapiwi,bariadi.dc,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,412bcd8b-dc0e-11ec-9416-9440c9ab47f0
1148862,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,malili,malili,busega,NA,1,0,0,0,0,1 2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,0,1,0,0,0,0,1,NA,malili,malili,busega,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,38c430ef-dc0e-11ec-9416-9440c9ab47f0
1148863,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,mwamondi,dutwa,bariadi.dc,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,mwamundi,dutwa,bariadi.dc,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,36c16922-dc0e-11ec-9416-9440c9ab47f0
1148864,2;3,NA,NA,0,1,1,0,0,0,0,1,1,NA,igegu,igegu,bariadi.dc,NA,1,0,0,0,0,2 1,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,1,NA,mwakilalo,nyangokolo,bariadi.dc,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3d4aeb85-dc0e-11ec-9416-9440c9ab47f0
1148865,1;2,NA,NA,1,1,0,0,0,0,0,1,1,NA,nyamikoma,sapiwi,bariadi.dc,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,-66,Baiskeli,other,0,0,0,0,1,0,1,NA,nyamikoma,sapiwi,bariadi.dc,1,NA,1,0,0,0,0,1 2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,-66,Baiskeli,other,0,0,0,0,0,0,1,0,1,4513e9d0-dc0e-11ec-9416-9440c9ab47f0
1148866,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,kisesa,imalamoto,bariadi.dc,1,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,1,3f579350-dc0e-11ec-9416-9440c9ab47f0
1148867,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,mwamondi,dutwa,bariadi.dc,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,mwamondi,dutwa,bariadi.dc,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,46d17c74-dc0e-11ec-9416-9440c9ab47f0
1148868,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mwamagigisi,igalukilo,bariadi.dc,NA,1,0,0,0,0,3 2,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3bf6c099-dc0e-11ec-9416-9440c9ab47f0
1148869,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,ngasamo,ngasamo,busega,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,ngasamo,ngasamo,busega,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,37b356ce-dc0e-11ec-9416-9440c9ab47f0
1148870,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,sapiwi.na.igegu,sapiwi.na.igegu,bariadi.dc,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,mwangika,rutubiga,busega,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,37a1071b-dc0e-11ec-9416-9440c9ab47f0
1148871,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,mwankwaya,banehmi,bariadi.dc,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,old.maswa,nyakabindi,bariadi.tc,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,407d8642-dc0e-11ec-9416-9440c9ab47f0
1148873,2,NA,NA,0,1,0,0,0,0,0,0,1,NA,dutwa,dutwa,bariadi.dc,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,dutwa,dutwa,bariadi,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3dfe6a9a-dc0e-11ec-9416-9440c9ab47f0
1148874,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,sapiwi,sapiwi,bariadi.dc,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3c77aa2d-dc0e-11ec-9416-9440c9ab47f0
1148876,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kidinda,bariadi,bariadi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,2,NA,mwanza,igoma,ilemela,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,3c0f44c2-dc0e-11ec-9416-9440c9ab47f0
1148877,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,kilabela,banemhi,bariadi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,37bdf3ba-dc0e-11ec-9416-9440c9ab47f0
1148878,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,ditima,guduwi,bariadi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,44d8df7f-dc0e-11ec-9416-9440c9ab47f0
1148879,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mwamabu,dutwa,bariadi,NA,1,0,0,0,0,2 6,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,41997466-dc0e-11ec-9416-9440c9ab47f0
1148880,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,isenge,dutwa,bariadi,NA,1,0,0,0,0,4,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3e192ab2-dc0e-11ec-9416-9440c9ab47f0
1148881,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,nkololo,nkololo,bariadi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,4,3e3f9bf9-dc0e-11ec-9416-9440c9ab47f0
1148882,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,igaganulwa,dutwa,bariadi,NA,1,0,0,0,0,6 5 2,NA,NA,0,1,0,0,1,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,42fdb579-dc0e-11ec-9416-9440c9ab47f0
1148883,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,sapiwi,sapiwi,bariadi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,1,NA,sapiwi,sapiwi,bariadi,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,40d16475-dc0e-11ec-9416-9440c9ab47f0
1148884,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,isuyu,gilya,bariadi,NA,1,0,0,0,0,2 5,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,40661683-dc0e-11ec-9416-9440c9ab47f0
1148885,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mkuyuni,ikungulyabashashi,bariadi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,47f8ab9f-dc0e-11ec-9416-9440c9ab47f0
1148886,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,igegu,sapiwi,bariadi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,47264017-dc0e-11ec-9416-9440c9ab47f0
1148887,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,sengerema,dutwa,bariadi,NA,1,0,0,0,0,2 6,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,3786c329-dc0e-11ec-9416-9440c9ab47f0
1148888,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kidinda,bariadi,bariadi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,2,NA,mwanza,igoma,ilemela,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,NA,40f87d41-dc0e-11ec-9416-9440c9ab47f0
1148889,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,mwasamba,lamadi,busega,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,2,NA,mwanza,igoma,ilemela,1,NA,0,1,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,NA,367dbe0d-dc0e-11ec-9416-9440c9ab47f0
1148890,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kidinda,bariadi,bariadi,NA,0,0,1,0,0,5 2,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,3,NA,mwasamba,lamadi,busega,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,462440cf-dc0e-11ec-9416-9440c9ab47f0
1148891,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kidinda,bariadi,bariadi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,3,NA,mwasamba,lamadi,busega,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,4,44abaffa-dc0e-11ec-9416-9440c9ab47f0
1148892,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,nyawa,gilya,bariadi,NA,1,0,0,0,0,2,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,460753c6-dc0e-11ec-9416-9440c9ab47f0
1148893,3,NA,NA,0,0,1,0,0,0,0,0,1,NA,sapiwi,sapiwi,bariadi,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,1,NA,igegu,sapiwi,bariadi,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,3757cf94-dc0e-11ec-9416-9440c9ab47f0
1148894,1,NA,NA,1,0,0,0,0,0,0,0,1,NA,mwakibuga,nyakabindi,bariadi,NA,1,0,0,0,0,2 4,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,418c6f5b-dc0e-11ec-9416-9440c9ab47f0
1148895,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kidinda,bariadi,bariadi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,3,NA,mwasamba,lamadi,busega,1,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,41d2c9a2-dc0e-11ec-9416-9440c9ab47f0
1148896,3,NA,NA,0,0,1,0,0,0,0,0,3,NA,kidinda,bariadi,bariadi,NA,0,0,1,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,2,36b43cb6-dc0e-11ec-9416-9440c9ab47f0
1150165,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mwabomba,mwabomba,kwimba,1,NA,1,0,0,0,0,5 4 2,NA,NA,0,1,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,4,9956e35b-dc14-11ec-9416-9440c9ab47f0
1150166,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,hundi,ngudu,kwimba,1,NA,1,0,0,0,0,5 3,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,1,1,NA,NA,1,0,0,0,0,0,0,0,4,a0c73633-dc14-11ec-9416-9440c9ab47f0
1150167,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,mwabhagole,mwang.aranga,kwimba,1,NA,1,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,947501fd-dc14-11ec-9416-9440c9ab47f0
1150168,4,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,1,NA,ngudu,ngudu,kwimba,1,NA,1,0,0,0,0,5,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,4,9c1efa3d-dc14-11ec-9416-9440c9ab47f0
