"place","ward.A","ward.B","ward.A.dist","wdr.A","wdr.B"
"alabama","minazini","malinyi",0.320238095238095,"minazini-malinyi.dc-morogoro","malinyi-malinyi.dc-morogoro"
"bangamoyo","bangamoyo","babayu",0.296296296296296,"bangamoyo-bahi.dc-dodoma","babayu-bahi.dc-dodoma"
"bankolo","lmaaiti","lamaiti",0.0476190476190477,"lmaaiti-bahi.dc-dodoma","lamaiti-bahi.dc-dodoma"
"biro","biro","lupiro",0.25,"biro-ulanga.dc-morogoro","lupiro-ulanga.dc-morogoro"
"biti","biti","sapiwi",0.388888888888889,"biti-bariadi.dc-simiyu","sapiwi-bariadi.dc-simiyu"
"bugunguli","buhunda","buhingo",0.285714285714286,"buhunda-misungwi.dc-mwanza","buhingo-misungwi.dc-mwanza"
"bunamala","bunamala","bunamhala",0.0370370370370371,"bunamala-bariadi.tc-simiyu","bunamhala-bariadi.tc-simiyu"
"bunamhala","bunamhala","nyamalapa",0.222222222222222,"bunamhala-itilima.dc-simiyu","nyamalapa-itilima.dc-simiyu"
"bungulwa","nhundi","ng.hundi",0.0833333333333334,"nhundi-kwimba.dc-mwanza","ng.hundi-kwimba.dc-mwanza"
"bushigwamara","kalemala","kalemela",0.130952380952381,"kalemala-busega.dc-simiyu","kalemela-busega.dc-simiyu"
"buzunza","kidinda","isanga",0.357142857142857,"kidinda-bariadi.tc-simiyu","isanga-bariadi.tc-simiyu"
"bwage","mzia","mtibwa",0.25,"mzia-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"bwage","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"bwage","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"bwage.nyumbani","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"bwage.nyumbani","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"bwawani","chikopelo","chikola",0.158730158730159,"chikopelo-bahi.dc-dodoma","chikola-bahi.dc-dodoma"
"bwawani","kiberenge","kibaoni",0.328042328042328,"kiberenge-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"byuna","mwadobana","madobana",0.0370370370370371,"mwadobana-bariadi.dc-simiyu","madobana-bariadi.dc-simiyu"
"chalinze","chalinze","mkange",0.375,"chalinze-chalinze.dc-pwani","mkange-chalinze.dc-pwani"
"chalisuka","madibila","madibira",0.0833333333333334,"madibila-mbarali.dc-mbeya","madibira-mbarali.dc-mbeya"
"chalisuka","madibira","mapanda",0.30952380952381,"madibira-mufindi.dc-iringa","mapanda-mufindi.dc-iringa"
"chamalendi","chamalendi","mwamapuli",0.381481481481482,"chamalendi-mpimbwe.dc-katavi","mwamapuli-mpimbwe.dc-katavi"
"chamela","chamela","walla",0.323809523809524,"chamela-kwimba.dc-mwanza","walla-kwimba.dc-mwanza"
"chandulu","haya","mwamanga",0.416666666666667,"haya-magu.dc-mwanza","mwamanga-magu.dc-mwanza"
"chandulu","haya","kahangara",0.416666666666667,"haya-magu.dc-mwanza","kahangara-magu.dc-mwanza"
"chandulu","haya","shishani",0.416666666666667,"haya-magu.dc-mwanza","shishani-magu.dc-mwanza"
"chanikanguo","chanikanguo","chigugu",0.277056277056277,"chanikanguo-masasi.dc-mtwara","chigugu-masasi.dc-mtwara"
"chanikanguocha","chanikanguo","chigugu",0.277056277056277,"chanikanguo-masasi.dc-mtwara","chigugu-masasi.dc-mtwara"
"chapwa","chapwa","vwawa",0.3,"chapwa-mbozi.dc-songwe","vwawa-mbozi.dc-songwe"
"chase","makorongo","makanda",0.328042328042328,"makorongo-bahi.dc-dodoma","makanda-bahi.dc-dodoma"
"chibelela","chibelela","chihanga",0.351851851851852,"chibelela-dodoma.cc-dodoma","chihanga-dodoma.cc-dodoma"
"chibuji","nyang.honga","usagara",0.432900432900433,"nyang.honga-misungwi.dc-mwanza","usagara-misungwi.dc-mwanza"
"chibuji","nyangh.ongwa","usagara",0.44047619047619,"nyangh.ongwa-misungwi.dc-mwanza","usagara-misungwi.dc-mwanza"
"chifutuka","chifutuka","chikola",0.328042328042328,"chifutuka-bahi.dc-dodoma","chikola-bahi.dc-dodoma"
"chiguluka","chiguluka","chikola",0.243386243386243,"chiguluka-bahi.dc-dodoma","chikola-bahi.dc-dodoma"
"chikole","kangakero","usangule",0.351851851851852,"kangakero-malinyi.dc-morogoro","usangule-malinyi.dc-morogoro"
"chikoropola.sindano.na.mnavira","sindano.mnavira","sindano",0.177777777777778,"sindano.mnavira-masasi.dc-mtwara","sindano-masasi.dc-mtwara"
"chikukwe","chikukwe","chiwale",0.220238095238095,"chikukwe-masasi.dc-mtwara","chiwale-masasi.dc-mtwara"
"chilimba.mitonji.lupaso","chiungutwa.mbuyuni.lupaso","chiungutwa",0.2,"chiungutwa.mbuyuni.lupaso-masasi.dc-mtwara","chiungutwa-masasi.dc-mtwara"
"chilulumo","chilulumo","ilungu",0.296296296296296,"chilulumo-mbeya.dc-mbeya","ilungu-mbeya.dc-mbeya"
"chilulumo","mkomba","kamsamba",0.347222222222222,"mkomba-momba.dc-songwe","kamsamba-momba.dc-songwe"
"chilungulu","chilungulu","chipanga",0.291666666666667,"chilungulu-bahi.dc-dodoma","chipanga-bahi.dc-dodoma"
"chimendeli","chimendeli","chibelela",0.3,"chimendeli-bahi.dc-dodoma","chibelela-bahi.dc-dodoma"
"chingali","njiwa","mtimbira",0.45,"njiwa-malinyi.dc-morogoro","mtimbira-malinyi.dc-morogoro"
"chinongwe","chinongwe","chiungutwa",0.244444444444444,"chinongwe-masasi.dc-mtwara","chiungutwa-masasi.dc-mtwara"
"chipole","chipole","chiwale",0.19047619047619,"chipole-masasi.dc-mtwara","chiwale-masasi.dc-mtwara"
"chipole","mumbaka","mnavira",0.380952380952381,"mumbaka-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"chitandi","nangwala","nandwahi",0.25,"nangwala-newala.dc-mtwara","nandwahi-newala.dc-mtwara"
"chiwona","makan.gwa","makang.wa",0.0370370370370371,"makan.gwa-chamwino.dc-dodoma","makang.wa-chamwino.dc-dodoma"
"chizomoche","mbabala","babayu",0.253968253968254,"mbabala-bahi.dc-dodoma","babayu-bahi.dc-dodoma"
"chonde","manda","mpanda.ndogo",0.194444444444444,"manda-mpanda.dc-katavi","mpanda.ndogo-mpanda.dc-katavi"
"chonga","myula","kala",0.366666666666667,"myula-nkasi.dc-rukwa","kala-nkasi.dc-rukwa"
"chunya.mjini","chunya.mjini","chokaa",0.416666666666667,"chunya.mjini-chunya.dc-mbeya","chokaa-chunya.dc-mbeya"
"dar.es.salam","pugu","kiburugwa",0.425925925925926,"pugu-temeke.mc-dar.es.salaam","kiburugwa-temeke.mc-dar.es.salaam"
"dodoma","dodoma","dom.makulu",0.311111111111111,"dodoma-dodoma.cc-dodoma","dom.makulu-dodoma.cc-dodoma"
"dodoma","dodoma.mjini","dom.makulu",0.383333333333333,"dodoma.mjini-dodoma.cc-dodoma","dom.makulu-dodoma.cc-dodoma"
"dodoma","kisasa","ipala",0.3,"kisasa-dodoma.cc-dodoma","ipala-dodoma.cc-dodoma"
"dodoma","msalato","mpalanga",0.30952380952381,"msalato-bahi.dc-dodoma","mpalanga-bahi.dc-dodoma"
"dodoma.na.dar.es.salaam","dodoma.na.dar.es.salaam","mbalawala",0.40901771336554,"dodoma.na.dar.es.salaam-dodoma.cc-dodoma","mbalawala-dodoma.cc-dodoma"
"donselo","mwampalala","mwamapalala",0.13030303030303,"mwampalala-itilima.dc-simiyu","mwamapalala-itilima.dc-simiyu"
"dudulu","dudulu","lugulu",0.222222222222222,"dudulu-itilima.dc-simiyu","lugulu-itilima.dc-simiyu"
"dungo","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"dungo","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"faranji","igava","ivuna",0.4,"igava-momba.dc-songwe","ivuna-momba.dc-songwe"
"faranji","igava","mpapa",0.4,"igava-momba.dc-songwe","mpapa-momba.dc-songwe"
"farm.17","nachingwea","nanganga",0.291666666666667,"nachingwea-masasi.dc-mtwara","nanganga-masasi.dc-mtwara"
"finga","finga","mfinga",0.0555555555555556,"finga-sumbawanga.dc-rukwa","mfinga-sumbawanga.dc-rukwa"
"fitumbi","magunga","matundasi",0.243386243386243,"magunga-chunya.dc-mbeya","matundasi-chunya.dc-mbeya"
"gasima","gasuma","gambosi",0.357142857142857,"gasuma-bariadi.dc-simiyu","gambosi-bariadi.dc-simiyu"
"gasuma","gasuma","gambosi",0.357142857142857,"gasuma-bariadi.dc-simiyu","gambosi-bariadi.dc-simiyu"
"gatuli","ngh.undi","ng.hundi",0.0416666666666667,"ngh.undi-kwimba.dc-mwanza","ng.hundi-kwimba.dc-mwanza"
"gatuli","nhundi","ng.hundi",0.0833333333333334,"nhundi-kwimba.dc-mwanza","ng.hundi-kwimba.dc-mwanza"
"gohe","gohee","songe",0.4,"gohee-kilindi.dc-tanga","songe-kilindi.dc-tanga"
"gongoni","rudewa.gongoni","rudewa",0.19047619047619,"rudewa.gongoni-kilosa.dc-morogoro","rudewa-kilosa.dc-morogoro"
"gudui","gudui","guduwi",0.0555555555555556,"gudui-bariadi.tc-simiyu","guduwi-bariadi.tc-simiyu"
"halaka","hezia","msia",0.366666666666667,"hezia-mbozi.dc-songwe","msia-mbozi.dc-songwe"
"hamia","makanda","msaada",0.150793650793651,"makanda-chemba.dc-dodoma","msaada-chemba.dc-dodoma"
"handeni","handeni","sindeni",0.19047619047619,"handeni-handeni.dc-tanga","sindeni-handeni.dc-tanga"
"handeni","handeni","chumbageni",0.261904761904762,"handeni-tanga.cc-tanga","chumbageni-tanga.cc-tanga"
"hilumba","itongo","igongwa",0.253968253968254,"itongo-kwimba.dc-mwanza","igongwa-kwimba.dc-mwanza"
"hundi","hundi","ng.hundi",0.225,"hundi-kwimba.dc-mwanza","ng.hundi-kwimba.dc-mwanza"
"hunghumalwa","hunghumalwa","hungumalwa",0.0303030303030303,"hunghumalwa-kwimba.dc-mwanza","hungumalwa-kwimba.dc-mwanza"
"ibahi","mvumi","mbumi",0.133333333333333,"mvumi-kilosa.dc-morogoro","mbumi-kilosa.dc-morogoro"
"ibahi.mvumi","mvumi","mbumi",0.133333333333333,"mvumi-kilosa.dc-morogoro","mbumi-kilosa.dc-morogoro"
"ibilishi","ibilishi","busilili",0.25,"ibilishi-maswa.dc-simiyu","busilili-maswa.dc-simiyu"
"ibindi","ibindi","itenka",0.444444444444445,"ibindi-nsimbo.dc-katavi","itenka-nsimbo.dc-katavi"
"ibolyo","ibolyo","gilya",0.3,"ibolyo-bariadi.dc-simiyu","gilya-bariadi.dc-simiyu"
"idiwili","idiwili","isandula",0.398809523809524,"idiwili-mbozi.dc-songwe","isandula-mbozi.dc-songwe"
"idiwili","itiwili","itaka",0.438095238095238,"itiwili-mbozi.dc-songwe","itaka-mbozi.dc-songwe"
"idiwili","itiwili","iyula",0.438095238095238,"itiwili-mbozi.dc-songwe","iyula-mbozi.dc-songwe"
"iduya","utengule","utengule.usangu",0.155555555555556,"utengule-mbarali.dc-mbeya","utengule.usangu-mbarali.dc-mbeya"
"iduya","utenguleusangu","utengule.usangu",0.0222222222222221,"utenguleusangu-mbarali.dc-mbeya","utengule.usangu-mbarali.dc-mbeya"
"ifakara","mlabani","kibaoni",0.369047619047619,"mlabani-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"ifakara","viwanja.sitini","kibaoni",0.380952380952381,"viwanja.sitini-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"ifakara","viwanjasitini","kibaoni",0.373626373626374,"viwanjasitini-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"igangwe","matinila","mtanila",0.136904761904762,"matinila-chunya.dc-mbeya","mtanila-chunya.dc-mbeya"
"igangwe","nkung.ungu","lupatingatinga",0.447619047619048,"nkung.ungu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"igawa","igawa","kilosa.kwa.mpepo",0.316666666666667,"igawa-malinyi.dc-morogoro","kilosa.kwa.mpepo-malinyi.dc-morogoro"
"igawa.nyumbani","igawa","kilosa.kwa.mpepo",0.316666666666667,"igawa-malinyi.dc-morogoro","kilosa.kwa.mpepo-malinyi.dc-morogoro"
"igegu","igegu","ngulyati",0.45,"igegu-bariadi.dc-simiyu","ngulyati-bariadi.dc-simiyu"
"igombe","kabila","kisesa",0.333333333333333,"kabila-magu.dc-mwanza","kisesa-magu.dc-mwanza"
"iguguya","ngundi","ng.hundi",0.0833333333333334,"ngundi-kwimba.dc-mwanza","ng.hundi-kwimba.dc-mwanza"
"igumbilo","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"igumbilo.milola.na.mavimba","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"igumbiro","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"igumbiro.nyumbani","milola","ilonga",0.222222222222222,"milola-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"iheha","mad","madibira",0.208333333333333,"mad-mbarali.dc-mbeya","madibira-mbarali.dc-mbeya"
"iheha","madibila","madibira",0.0833333333333334,"madibila-mbarali.dc-mbeya","madibira-mbarali.dc-mbeya"
"ihowewanga","ihowewanga","ngoheranga",0.247619047619048,"ihowewanga-malinyi.dc-morogoro","ngoheranga-malinyi.dc-morogoro"
"ikizi","ikizi","kipili",0.261111111111111,"ikizi-nkasi.dc-rukwa","kipili-nkasi.dc-rukwa"
"ikulimambo","uhenga","luduga",0.333333333333333,"uhenga-wanging.ombe.dc-njombe","luduga-wanging.ombe.dc-njombe"
"ikunguligu","ikunguligu","lugulu",0.222222222222222,"ikunguligu-itilima.dc-simiyu","lugulu-itilima.dc-simiyu"
"ikungulipu","luguru","lugulu",0.111111111111111,"luguru-itilima.dc-simiyu","lugulu-itilima.dc-simiyu"
"ikungulyambeshi","ikungulyambeshi","ikungulyabashashi",0.122875816993464,"ikungulyambeshi-bariadi.dc-simiyu","ikungulyabashashi-bariadi.dc-simiyu"
"ilambilole","kising.a","kalenga",0.30952380952381,"kising.a-iringa.dc-iringa","kalenga-iringa.dc-iringa"
"ilambo","kilangawqna","kaengesa",0.306818181818182,"kilangawqna-sumbawanga.dc-rukwa","kaengesa-sumbawanga.dc-rukwa"
"ilambo","kolangawana","kaengesa",0.306818181818182,"kolangawana-sumbawanga.dc-rukwa","kaengesa-sumbawanga.dc-rukwa"
"ilangawana","ilangawana","miangalua",0.244444444444444,"ilangawana-sumbawanga.dc-rukwa","miangalua-sumbawanga.dc-rukwa"
"ilengo","mkomba","kamsamba",0.347222222222222,"mkomba-momba.dc-songwe","kamsamba-momba.dc-songwe"
"ilomba","idiwili","isandula",0.398809523809524,"idiwili-mbozi.dc-songwe","isandula-mbozi.dc-songwe"
"imalauduki","kamsisi","nsenkwa",0.571428571428572,"kamsisi-mlele.dc-katavi","nsenkwa-mlele.dc-katavi"
"imalilo","bunamala","bunamhala",0.0370370370370371,"bunamala-bariadi.tc-simiyu","bunamhala-bariadi.tc-simiyu"
"imalilosongwe","imalilasongwe","imalilosongwe",0.0790598290598291,"imalilasongwe-mbarali.dc-mbeya","imalilosongwe-mbarali.dc-mbeya"
"imalilosongwe","imalilosongwe","galula",0.423076923076923,"imalilosongwe-songwe.dc-songwe","galula-songwe.dc-songwe"
"imarauduki","kamsisi","nsenkwa",0.571428571428572,"kamsisi-mlele.dc-katavi","nsenkwa-mlele.dc-katavi"
"ingongwa","sumbuku","sumbugu",0.0952380952380952,"sumbuku-misungwi.dc-mwanza","sumbugu-misungwi.dc-mwanza"
"inonelwa","misasi","masasi",0.177777777777778,"misasi-misungwi.dc-mwanza","masasi-misungwi.dc-mwanza"
"inteka","inteka","itenka",0.0833333333333334,"inteka-nsimbo.dc-katavi","itenka-nsimbo.dc-katavi"
"ipanda","ipanda","kipande",0.150793650793651,"ipanda-nkasi.dc-rukwa","kipande-nkasi.dc-rukwa"
"ipera","itete.njiwa","itete",0.181818181818182,"itete.njiwa-malinyi.dc-morogoro","itete-malinyi.dc-morogoro"
"ipera.asilia","itete.njiwa","itete",0.181818181818182,"itete.njiwa-malinyi.dc-morogoro","itete-malinyi.dc-morogoro"
"iringa","ipogoro","kihorogota",0.236507936507937,"ipogoro-iringa.dc-iringa","kihorogota-iringa.dc-iringa"
"iringa","iringa","mtwivila",0.375,"iringa-iringa.mc-iringa","mtwivila-iringa.mc-iringa"
"iringa.manispaa","iringa.manispaa","kitanzini",0.366666666666667,"iringa.manispaa-iringa.mc-iringa","kitanzini-iringa.mc-iringa"
"iringa.mvumi","iringa.mvumi","iringamvumi",0.0277777777777779,"iringa.mvumi-chamwino.dc-dodoma","iringamvumi-chamwino.dc-dodoma"
"isagala","wala","walla",0.0666666666666668,"wala-kwimba.dc-mwanza","walla-kwimba.dc-mwanza"
"isale","kakoma","kala",0.25,"kakoma-nkasi.dc-rukwa","kala-nkasi.dc-rukwa"
"isangawana","isangawana","sangambi",0.291666666666667,"isangawana-chunya.dc-mbeya","sangambi-chunya.dc-mbeya"
"isangha","chibelela","chihanga",0.351851851851852,"chibelela-dodoma.cc-dodoma","chihanga-dodoma.cc-dodoma"
"isangha","isangha","chipanga",0.220238095238095,"isangha-bahi.dc-dodoma","chipanga-bahi.dc-dodoma"
"isanzu","manda","msangano",0.233333333333333,"manda-momba.dc-songwe","msangano-momba.dc-songwe"
"isazya","mkomba","kamsamba",0.347222222222222,"mkomba-momba.dc-songwe","kamsamba-momba.dc-songwe"
"isunta","namanyer","namanyere",0.0370370370370371,"namanyer-nkasi.dc-rukwa","namanyere-nkasi.dc-rukwa"
"itenka","itenka","sibwesa",0.357142857142857,"itenka-mpanda.dc-katavi","sibwesa-mpanda.dc-katavi"
"itete","itete.njiwa","itete",0.181818181818182,"itete.njiwa-malinyi.dc-morogoro","itete-malinyi.dc-morogoro"
"itete.juu","itete.njiwa","itete",0.181818181818182,"itete.njiwa-malinyi.dc-morogoro","itete-malinyi.dc-morogoro"
"itimaa","gwalaa","ngwala",0.111111111111111,"gwalaa-songwe.dc-songwe","ngwala-songwe.dc-songwe"
"itimaa","ngwala","luwalaje",0.277777777777778,"ngwala-chunya.dc-mbeya","luwalaje-chunya.dc-mbeya"
"itindi","paramawe","kabwe",0.341666666666667,"paramawe-nkasi.dc-rukwa","kabwe-nkasi.dc-rukwa"
"itindi","swahila","chala",0.292857142857143,"swahila-nkasi.dc-rukwa","chala-nkasi.dc-rukwa"
"ivuna","momba","ilemba",0.3,"momba-sumbawanga.dc-rukwa","ilemba-sumbawanga.dc-rukwa"
"iwalaje","iwalaje","luwalaje",0.214285714285714,"iwalaje-chunya.dc-mbeya","luwalaje-chunya.dc-mbeya"
"iwalanje","igawa","igava",0.133333333333333,"igawa-mbarali.dc-mbeya","igava-mbarali.dc-mbeya"
"izigila","jikwiti","vigoi",0.438095238095238,"jikwiti-ulanga.dc-morogoro","vigoi-ulanga.dc-morogoro"
"iñyonga","iñyonga","inyonga",0.0952380952380952,"iñyonga-mlele.dc-katavi","inyonga-mlele.dc-katavi"
"jija","jija","gilya",0.366666666666667,"jija-bariadi.dc-simiyu","gilya-bariadi.dc-simiyu"
"kabale","uingo","buhingo",0.0952380952380952,"uingo-misungwi.dc-mwanza","buhingo-misungwi.dc-mwanza"
"kabila","kabila","nkalalo",0.253968253968254,"kabila-kwimba.dc-mwanza","nkalalo-kwimba.dc-mwanza"
"kabila","kabila","kisesa",0.333333333333333,"kabila-magu.dc-mwanza","kisesa-magu.dc-mwanza"
"kabisile","nkung.ungu","lupatingatinga",0.447619047619048,"nkung.ungu-chunya.dc-mbeya","lupatingatinga-chunya.dc-mbeya"
"kadashi","kadashi","nkalalo",0.380952380952381,"kadashi-kwimba.dc-mwanza","nkalalo-kwimba.dc-mwanza"
"kadashi","maligisu","magu.mjini",0.3,"maligisu-magu.dc-mwanza","magu.mjini-magu.dc-mwanza"
"kakoma","kipundu","kipande",0.19047619047619,"kipundu-nkasi.dc-rukwa","kipande-nkasi.dc-rukwa"
"kakonji","mzia","mtibwa",0.25,"mzia-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"kaladasi","msowelo","msowero",0.0952380952380952,"msowelo-kilosa.dc-morogoro","msowero-kilosa.dc-morogoro"
"kalemela","chamngasa","lamadi",0.388888888888889,"chamngasa-busega.dc-simiyu","lamadi-busega.dc-simiyu"
"kalemela","kalemela","kisesa",0.375,"kalemela-magu.dc-mwanza","kisesa-magu.dc-mwanza"
"kalemela","kalemela","sukuma",0.375,"kalemela-magu.dc-mwanza","sukuma-magu.dc-mwanza"
"kalengakero","sangule","usangule",0.0416666666666667,"sangule-malinyi.dc-morogoro","usangule-malinyi.dc-morogoro"
"kalimbaleza","kalumbaleza","kalambanzite",0.236531986531986,"kalumbaleza-sumbawanga.dc-rukwa","kalambanzite-sumbawanga.dc-rukwa"
"kalumbaleza","kalimbaleza","kalambanzite",0.236531986531986,"kalimbaleza-sumbawanga.dc-rukwa","kalambanzite-sumbawanga.dc-rukwa"
"kalundi","kalundi","nkandasi",0.220238095238095,"kalundi-nkasi.dc-rukwa","nkandasi-nkasi.dc-rukwa"
"kalyalya","kalyalya","kagunga",0.398809523809524,"kalyalya-kigoma.dc-kigoma","kagunga-kigoma.dc-kigoma"
"kalyalya","kalyalya","kalinzi",0.398809523809524,"kalyalya-kigoma.dc-kigoma","kalinzi-kigoma.dc-kigoma"
"kamalmpaka","iñyonga","inyonga",0.0952380952380952,"iñyonga-mlele.dc-katavi","inyonga-mlele.dc-katavi"
"kambi.ya.fisi","napupa","nanjota",0.357142857142857,"napupa-masasi.dc-mtwara","nanjota-masasi.dc-mtwara"
"kambi.ya.fisi","napupa","mnavira",0.357142857142857,"napupa-masasi.dc-mtwara","mnavira-masasi.dc-mtwara"
"kamsabwa","kamsabwa","kalambanzite",0.305555555555556,"kamsabwa-sumbawanga.dc-rukwa","kalambanzite-sumbawanga.dc-rukwa"
"kamsamba","kamsamba","kalambanzite",0.305555555555556,"kamsamba-sumbawanga.dc-rukwa","kalambanzite-sumbawanga.dc-rukwa"
"kamsisi","kamsisi","nsenkwa",0.571428571428572,"kamsisi-mlele.dc-katavi","nsenkwa-mlele.dc-katavi"
"kangabilili","kangabilili","lagangabilili",0.157226107226107,"kangabilili-itilima.dc-simiyu","lagangabilili-itilima.dc-simiyu"
"kangaga","chang.ombe.mawindi","miyombweni",0.335185185185185,"chang.ombe.mawindi-mbarali.dc-mbeya","miyombweni-mbarali.dc-mbeya"
"kanindi","mamba.a","mamba",0.0952380952380952,"mamba.a-mpimbwe.dc-katavi","mamba-mpimbwe.dc-katavi"
"kankelele","inyonya","inyonga",0.0952380952380952,"inyonya-mlele.dc-katavi","inyonga-mlele.dc-katavi"
"kaoze","kipenta","kipeta",0.0476190476190477,"kipenta-sumbawanga.dc-rukwa","kipeta-sumbawanga.dc-rukwa"
"kashishi","kashishi","kasansa",0.30952380952381,"kashishi-mpimbwe.dc-katavi","kasansa-mpimbwe.dc-katavi"
"kashishi","kazagayu","zagayu",0.194444444444445,"kazagayu-itilima.dc-simiyu","zagayu-itilima.dc-simiyu"
"kasisi","upendo","matundasi",0.388888888888889,"upendo-chunya.dc-mbeya","matundasi-chunya.dc-mbeya"
"kasu","kandasi","nkandasi",0.113095238095238,"kandasi-nkasi.dc-rukwa","nkandasi-nkasi.dc-rukwa"
"katani","kandasi","nkandasi",0.113095238095238,"kandasi-nkasi.dc-rukwa","nkandasi-nkasi.dc-rukwa"
"katumbila","katumbila","mkwamba",0.243386243386243,"katumbila-nkasi.dc-rukwa","mkwamba-nkasi.dc-rukwa"
"kayenze","kunguru","nkungulu",0.214285714285714,"kunguru-magu.dc-mwanza","nkungulu-magu.dc-mwanza"
"kibatula","mzia","mtibwa",0.25,"mzia-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"kibatula","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"kibatula","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"kibatula.nyumbani","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"kibatula.nyumbani","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"kiberenge","kiberenge","kibaoni",0.328042328042328,"kiberenge-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"kiberenge.nyumbani","kiberenge","kibaoni",0.328042328042328,"kiberenge-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"kichangani","viwanja.sitini","kibaoni",0.380952380952381,"viwanja.sitini-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"kidalimanda","kidalimanda","nkindwabiye",0.363636363636364,"kidalimanda-bariadi.dc-simiyu","nkindwabiye-bariadi.dc-simiyu"
"kidalimanda","kidalimanda","mwaumatondo",0.363636363636364,"kidalimanda-bariadi.dc-simiyu","mwaumatondo-bariadi.dc-simiyu"
"kidatu","kidatu","kibaoni",0.357142857142857,"kidatu-ifakara.tc-morogoro","kibaoni-ifakara.tc-morogoro"
"kidinda","kidi","nkindwabiye",0.325757575757576,"kidi-bariadi.dc-simiyu","nkindwabiye-bariadi.dc-simiyu"
"kidinda","kidinda","nkindwabiye",0.41038961038961,"kidinda-bariadi.dc-simiyu","nkindwabiye-bariadi.dc-simiyu"
"kidinda","kidinda","isanga",0.357142857142857,"kidinda-bariadi.tc-simiyu","isanga-bariadi.tc-simiyu"
"kidinda.mnadani","kidinda","isanga",0.357142857142857,"kidinda-bariadi.tc-simiyu","isanga-bariadi.tc-simiyu"
"kidoka","kidoka","kimaha",0.333333333333333,"kidoka-chemba.dc-dodoma","kimaha-chemba.dc-dodoma"
"kidulya","kidinda","isanga",0.357142857142857,"kidinda-bariadi.tc-simiyu","isanga-bariadi.tc-simiyu"
"kidulya","kidulya","gilya",0.20952380952381,"kidulya-bariadi.dc-simiyu","gilya-bariadi.dc-simiyu"
"kiji","igangwe","itewe",0.323809523809524,"igangwe-chunya.dc-mbeya","itewe-chunya.dc-mbeya"
"kijiji.cha.lyandu.nyumbani","uponera","minepa",0.357142857142857,"uponera-ulanga.dc-morogoro","minepa-ulanga.dc-morogoro"
"kijiji.cha.lyandu.nyumbani","uponera","lupiro",0.357142857142857,"uponera-ulanga.dc-morogoro","lupiro-ulanga.dc-morogoro"
"kijiji.cha.lyandu.nyumbani","uponera","ilonga",0.357142857142857,"uponera-ulanga.dc-morogoro","ilonga-ulanga.dc-morogoro"
"kijiji.mziha","mziha","mhonda",0.3,"mziha-mvomero.dc-morogoro","mhonda-mvomero.dc-morogoro"
"kijiji.mziha","mziha","mtibwa",0.3,"mziha-mvomero.dc-morogoro","mtibwa-mvomero.dc-morogoro"
"kilangawana","iilangawqna","miangalua",0.314333814333814,"iilangawqna-sumbawanga.dc-rukwa","miangalua-sumbawanga.dc-rukwa"
"kilangawana","kilangawana","kaengesa",0.306818181818182,"kilangawana-sumbawanga.dc-rukwa","kaengesa-sumbawanga.dc-rukwa"
"kilida","mfinga","mamba",0.422222222222222,"mfinga-mpimbwe.dc-katavi","mamba-mpimbwe.dc-katavi"
"kilida","mfinga","ikuba",0.422222222222222,"mfinga-mpimbwe.dc-katavi","ikuba-mpimbwe.dc-katavi"
