"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","7. What is your main reason for buying these small ruminants? (see mrktc_lkpbuy_reason)","Unique Row Identifier (UUID)"
"1156598","1","1","8","b8e938bf-e124-11ec-9416-9440c9ab47f0"
"1156599","1","1","5","cf7d51fd-e124-11ec-9416-9440c9ab47f0"
"1156601","1","1","1","c92fee4b-e124-11ec-9416-9440c9ab47f0"
"1156602","1","1","5","c4625137-e124-11ec-9416-9440c9ab47f0"
"1156603","1","1","5","bfcd80a7-e124-11ec-9416-9440c9ab47f0"
"1156604","1","1","1","d051aefc-e124-11ec-9416-9440c9ab47f0"
"1156605","1","1","-66","c7169739-e124-11ec-9416-9440c9ab47f0"
"1156613","1","1","1","d17d8259-e124-11ec-9416-9440c9ab47f0"
"1156617","1","1","2","bf9ae3af-e124-11ec-9416-9440c9ab47f0"
"1156705","1","1","-66","b4a48d9c-e124-11ec-9416-9440c9ab47f0"
"1156705","1","1","8","b4a47ddb-e124-11ec-9416-9440c9ab47f0"
"1156710","1","1","2","bae739f8-e124-11ec-9416-9440c9ab47f0"
"1156711","1","1","1","cb01c75a-e124-11ec-9416-9440c9ab47f0"
"1156713","1","1","1","d40798ea-e124-11ec-9416-9440c9ab47f0"
"1156714","1","1","-66","be9f005d-e124-11ec-9416-9440c9ab47f0"
"1156714","1","1","1","be9ef6f4-e124-11ec-9416-9440c9ab47f0"
"1156757","1","1","1","f6e69523-e1ed-11ec-9416-9440c9ab47f0"
"1156758","1","1","6","e3cc9a45-e1ed-11ec-9416-9440c9ab47f0"
"1156762","1","1","2","ec377ed9-e1ed-11ec-9416-9440c9ab47f0"
"1156763","1","1","1","e1c49dfa-e1ed-11ec-9416-9440c9ab47f0"
"1156764","1","1","2","fe6ca7fe-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","1","f508075d-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","4","f50844e8-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","5","f50820f5-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","6","f5081488-e1ed-11ec-9416-9440c9ab47f0"
"1156767","1","1","1","df40c42c-e1ed-11ec-9416-9440c9ab47f0"
"1156768","1","1","2","f427d274-e1ed-11ec-9416-9440c9ab47f0"
"1156769","1","1","2","e6a49958-e1ed-11ec-9416-9440c9ab47f0"
"1156770","1","1","1","f60bb622-e1ed-11ec-9416-9440c9ab47f0"
"1156772","1","1","2","017616ed-e1ee-11ec-9416-9440c9ab47f0"
"1156773","1","1","1","e3179d43-e1ed-11ec-9416-9440c9ab47f0"
"1156774","1","1","1","e4a589ad-e1ed-11ec-9416-9440c9ab47f0"
"1156776","1","1","6","e3b7be02-e1ed-11ec-9416-9440c9ab47f0"
"1156777","1","1","1","ef0ad287-e1ed-11ec-9416-9440c9ab47f0"
"1156778","1","1","1","fe93027a-e1ed-11ec-9416-9440c9ab47f0"
"1156781","1","1","5","e024cbf0-e1ed-11ec-9416-9440c9ab47f0"
"1156784","1","1","1","f9ae940c-e1ed-11ec-9416-9440c9ab47f0"
"1156792","1","1","1","f36dfcff-e1ed-11ec-9416-9440c9ab47f0"
"1156792","1","1","2","f36e09d0-e1ed-11ec-9416-9440c9ab47f0"
"1156793","1","1","1","eaec1d19-e1ed-11ec-9416-9440c9ab47f0"
"1156794","1","1","5","e61f76b8-e1ed-11ec-9416-9440c9ab47f0"
"1156796","1","1","1","ea4424fe-e1ed-11ec-9416-9440c9ab47f0"
"1156797","1","1","1","e0e3d46a-e1ed-11ec-9416-9440c9ab47f0"
"1156798","1","1","6","fb81e009-e1ed-11ec-9416-9440c9ab47f0"
"1156799","1","1","6","e8007947-e1ed-11ec-9416-9440c9ab47f0"
"1156801","1","1","6","ea355c7a-e1ed-11ec-9416-9440c9ab47f0"
"1156803","1","1","-66","eb07833c-e1ed-11ec-9416-9440c9ab47f0"
"1156803","1","1","1","eb0777b7-e1ed-11ec-9416-9440c9ab47f0"
"1156809","1","1","5","eb91218d-e1ed-11ec-9416-9440c9ab47f0"
"1156811","1","1","5","eab99fe1-e1ed-11ec-9416-9440c9ab47f0"
"1156812","1","1","1","fb758996-e1ed-11ec-9416-9440c9ab47f0"
"1156813","1","1","5","ff41157e-e1ed-11ec-9416-9440c9ab47f0"
"1156816","1","1","5","fbefe468-e1ed-11ec-9416-9440c9ab47f0"
"1156817","1","1","5","f4e29a71-e1ed-11ec-9416-9440c9ab47f0"
"1156818","1","1","5","0165c075-e1ee-11ec-9416-9440c9ab47f0"
"1156819","1","1","6","eb8c6aeb-e1ed-11ec-9416-9440c9ab47f0"
"1156821","1","1","5","e645c5ba-e1ed-11ec-9416-9440c9ab47f0"
"1156822","1","1","5","e6ed6c94-e1ed-11ec-9416-9440c9ab47f0"
"1156823","1","1","2","e4c89d19-e1ed-11ec-9416-9440c9ab47f0"
"1156825","1","1","2","f198c64f-e1ed-11ec-9416-9440c9ab47f0"
"1156826","1","1","6","e6058bda-e1ed-11ec-9416-9440c9ab47f0"
"1156827","1","1","5","f5cc45ed-e1ed-11ec-9416-9440c9ab47f0"
"1156828","1","1","1","ef19f4d5-e1ed-11ec-9416-9440c9ab47f0"
"1156828","1","1","2","ef1a047b-e1ed-11ec-9416-9440c9ab47f0"
"1156828","1","1","6","ef1a11c9-e1ed-11ec-9416-9440c9ab47f0"
"1156832","1","1","1","fb09ad56-e1ed-11ec-9416-9440c9ab47f0"
"1156833","1","1","1","ead976bc-e1ed-11ec-9416-9440c9ab47f0"
"1156833","1","1","2","ead985f0-e1ed-11ec-9416-9440c9ab47f0"
"1156834","1","1","1","fe580db7-e1ed-11ec-9416-9440c9ab47f0"
"1156835","1","1","2","f449bc46-e1ed-11ec-9416-9440c9ab47f0"
"1156835","1","1","3","f449e9cc-e1ed-11ec-9416-9440c9ab47f0"
"1156835","1","1","4","f449cc7b-e1ed-11ec-9416-9440c9ab47f0"
"1156835","1","1","6","f449dc3a-e1ed-11ec-9416-9440c9ab47f0"
"1156839","1","1","2","fb9082aa-e1ed-11ec-9416-9440c9ab47f0"
"1156839","1","1","4","fb908f2b-e1ed-11ec-9416-9440c9ab47f0"
"1156839","1","1","6","fb909aa0-e1ed-11ec-9416-9440c9ab47f0"
"1156840","1","1","2","eb5e1ea8-e1ed-11ec-9416-9440c9ab47f0"
"1156840","1","1","3","eb5e2e64-e1ed-11ec-9416-9440c9ab47f0"
"1156840","1","1","4","eb5e4a2b-e1ed-11ec-9416-9440c9ab47f0"
"1156840","1","1","6","eb5e3c30-e1ed-11ec-9416-9440c9ab47f0"
"1156844","1","1","2","fbfb68a2-e1ed-11ec-9416-9440c9ab47f0"
"1156846","1","1","8","f69b4145-e1ed-11ec-9416-9440c9ab47f0"
"1156848","1","1","2","e7899f95-e1ed-11ec-9416-9440c9ab47f0"
"1156850","1","1","1","f9f92b0d-e1ed-11ec-9416-9440c9ab47f0"
"1156851","1","1","2","fa6be9a9-e1ed-11ec-9416-9440c9ab47f0"
"1156853","1","1","6","f32d4930-e1ed-11ec-9416-9440c9ab47f0"
"1156857","1","1","1","e9b3c8b0-e1ed-11ec-9416-9440c9ab47f0"
"1156860","1","1","1","e329a2a1-e1ed-11ec-9416-9440c9ab47f0"
"1156864","1","1","2","fd08c41f-e1ed-11ec-9416-9440c9ab47f0"
"1156864","1","1","4","fd08d116-e1ed-11ec-9416-9440c9ab47f0"
"1156864","1","1","5","fd08ddaa-e1ed-11ec-9416-9440c9ab47f0"
"1156864","1","1","6","fd08e910-e1ed-11ec-9416-9440c9ab47f0"
"1156865","1","1","6","fb315bfc-e1ed-11ec-9416-9440c9ab47f0"
"1156867","1","1","2","f6391143-e1ed-11ec-9416-9440c9ab47f0"
"1156867","1","1","4","f6395b9a-e1ed-11ec-9416-9440c9ab47f0"
"1156867","1","1","5","f6396974-e1ed-11ec-9416-9440c9ab47f0"
"1156867","1","1","6","f639f088-e1ed-11ec-9416-9440c9ab47f0"
"1156868","1","1","1","f1c3b424-e1ed-11ec-9416-9440c9ab47f0"
"1156868","1","1","2","f1c3c3b2-e1ed-11ec-9416-9440c9ab47f0"
"1156868","1","1","5","f1c43c04-e1ed-11ec-9416-9440c9ab47f0"
"1156868","1","1","6","f1c4a1a9-e1ed-11ec-9416-9440c9ab47f0"
"1156869","1","1","2","f96b4f63-e1ed-11ec-9416-9440c9ab47f0"
"1156869","1","1","4","f96b8f52-e1ed-11ec-9416-9440c9ab47f0"
"1156869","1","1","5","f96c229d-e1ed-11ec-9416-9440c9ab47f0"
"1156869","1","1","6","f96be439-e1ed-11ec-9416-9440c9ab47f0"
"1156870","1","1","1","f886d5b7-e1ed-11ec-9416-9440c9ab47f0"
"1156870","1","1","2","f886e11f-e1ed-11ec-9416-9440c9ab47f0"
"1156870","1","1","5","f886ec3d-e1ed-11ec-9416-9440c9ab47f0"
"1156870","1","1","6","f886f695-e1ed-11ec-9416-9440c9ab47f0"
"1156871","1","1","1","f526302a-e1ed-11ec-9416-9440c9ab47f0"
"1156871","1","1","2","f52623fb-e1ed-11ec-9416-9440c9ab47f0"
"1156871","1","1","3","f5263dd0-e1ed-11ec-9416-9440c9ab47f0"
"1156871","1","1","5","f526491e-e1ed-11ec-9416-9440c9ab47f0"
"1156871","1","1","6","f5265405-e1ed-11ec-9416-9440c9ab47f0"
"1156872","1","1","2","ec48de61-e1ed-11ec-9416-9440c9ab47f0"
"1156872","1","1","4","ec48d2ad-e1ed-11ec-9416-9440c9ab47f0"
"1156872","1","1","5","ec48e945-e1ed-11ec-9416-9440c9ab47f0"
"1156872","1","1","6","ec48f55a-e1ed-11ec-9416-9440c9ab47f0"
"1156873","1","1","1","ecdde5bb-e1ed-11ec-9416-9440c9ab47f0"
"1156873","1","1","2","ecde0c3b-e1ed-11ec-9416-9440c9ab47f0"
"1156873","1","1","3","ecddf3c8-e1ed-11ec-9416-9440c9ab47f0"
"1156873","1","1","5","ecde0094-e1ed-11ec-9416-9440c9ab47f0"
"1156946","1","1","5","fcd215cd-e1ed-11ec-9416-9440c9ab47f0"
"1156947","1","1","6","00c7a9c6-e1ee-11ec-9416-9440c9ab47f0"
"1156950","1","1","6","fb2a9812-e1ed-11ec-9416-9440c9ab47f0"
"1156951","1","1","5","f3dfd462-e1ed-11ec-9416-9440c9ab47f0"
"1156954","1","1","1","fca807ac-e1ed-11ec-9416-9440c9ab47f0"
"1156955","1","1","1","f27299af-e1ed-11ec-9416-9440c9ab47f0"
"1156958","1","1","2","e95821a2-e1ed-11ec-9416-9440c9ab47f0"
"1156958","1","1","5","e9591f0a-e1ed-11ec-9416-9440c9ab47f0"
"1156959","1","1","1","f7f2971e-e1ed-11ec-9416-9440c9ab47f0"
"1156959","1","1","6","f7f2a76b-e1ed-11ec-9416-9440c9ab47f0"
"1156961","1","1","1","f5a0da83-e1ed-11ec-9416-9440c9ab47f0"
"1156962","1","1","4","fdfccbf8-e1ed-11ec-9416-9440c9ab47f0"
"1156963","1","1","-66","fb06a7ee-e1ed-11ec-9416-9440c9ab47f0"
"1156964","1","1","-66","e26e80d2-e1ed-11ec-9416-9440c9ab47f0"
"1156964","1","1","6","e26decaf-e1ed-11ec-9416-9440c9ab47f0"
"1156983","1","1","2","f862c407-e1ed-11ec-9416-9440c9ab47f0"
"1156984","1","1","5","ff18e251-e1ed-11ec-9416-9440c9ab47f0"
"1156987","1","1","1","f62b15fe-e1ed-11ec-9416-9440c9ab47f0"
"1156990","1","1","2","e5945bbe-e1ed-11ec-9416-9440c9ab47f0"
"1156991","1","1","1","e5dc271a-e1ed-11ec-9416-9440c9ab47f0"
"1156992","1","1","1","ee436b14-e1ed-11ec-9416-9440c9ab47f0"
"1156993","1","1","2","f725bb4f-e1ed-11ec-9416-9440c9ab47f0"
"1156995","1","1","3","e343355f-e1ed-11ec-9416-9440c9ab47f0"
"1156995","1","1","5","e34305b3-e1ed-11ec-9416-9440c9ab47f0"
"1156997","1","1","1","fcbed022-e1ed-11ec-9416-9440c9ab47f0"
"1156998","1","1","1","eb670902-e1ed-11ec-9416-9440c9ab47f0"
"1157000","1","1","6","e0fed2ce-e1ed-11ec-9416-9440c9ab47f0"
"1157001","1","1","2","f003ceee-e1ed-11ec-9416-9440c9ab47f0"
"1157005","1","1","2","02b53878-eb5c-11ec-9416-9440c9ab47f0"
"1157005","1","1","3","02b547a2-eb5c-11ec-9416-9440c9ab47f0"
"1157005","1","1","5","02b528ae-eb5c-11ec-9416-9440c9ab47f0"
"1157006","1","1","5","0ce5b839-eb5c-11ec-9416-9440c9ab47f0"
"1157008","1","1","1","fdc072b9-eb5b-11ec-9416-9440c9ab47f0"
"1157011","1","1","1","127efd41-eb5c-11ec-9416-9440c9ab47f0"
"1157012","1","1","5","0efb160d-eb5c-11ec-9416-9440c9ab47f0"
"1157017","1","1","-66","ff03d9e6-eb5b-11ec-9416-9440c9ab47f0"
"1157017","1","1","1","ff03cc41-eb5b-11ec-9416-9440c9ab47f0"
"1157019","1","1","1","ffead595-eb5b-11ec-9416-9440c9ab47f0"
"1157020","1","1","1","14d62861-eb5c-11ec-9416-9440c9ab47f0"
"1157022","1","1","2","153042e1-eb5c-11ec-9416-9440c9ab47f0"
"1157022","1","1","3","153060e8-eb5c-11ec-9416-9440c9ab47f0"
"1157022","1","1","5","15305385-eb5c-11ec-9416-9440c9ab47f0"
"1157023","1","1","-66","064268f7-eb5c-11ec-9416-9440c9ab47f0"
"1157024","1","1","1","06876b26-eb5c-11ec-9416-9440c9ab47f0"
"1157025","1","1","1","09f6d685-eb5c-11ec-9416-9440c9ab47f0"
"1157033","1","1","1","120147c7-eb5c-11ec-9416-9440c9ab47f0"
"1157036","1","1","1","0f5f61d6-eb5c-11ec-9416-9440c9ab47f0"
"1157040","1","1","1","02876226-eb5c-11ec-9416-9440c9ab47f0"
"1157043","1","1","1","e6a528d4-eb5b-11ec-9416-9440c9ab47f0"
"1157044","1","1","5","066fe551-eb5c-11ec-9416-9440c9ab47f0"
"1157048","1","1","5","15e9f5a6-eb5c-11ec-9416-9440c9ab47f0"
"1157049","1","1","5","1024fad7-eb5c-11ec-9416-9440c9ab47f0"
"1157051","1","1","1","1524cc7a-eb5c-11ec-9416-9440c9ab47f0"
"1157051","1","1","5","1524bdbc-eb5c-11ec-9416-9440c9ab47f0"
"1157052","1","1","2","fbe2d7ae-eb5b-11ec-9416-9440c9ab47f0"
"1157052","1","1","3","fbe2ab91-eb5b-11ec-9416-9440c9ab47f0"
"1157052","1","1","4","fbe2cb49-eb5b-11ec-9416-9440c9ab47f0"
"1157052","1","1","5","fbe2bc48-eb5b-11ec-9416-9440c9ab47f0"
"1157053","1","1","6","e8214e07-eb5b-11ec-9416-9440c9ab47f0"
"1157054","1","1","1","157311f7-eb5c-11ec-9416-9440c9ab47f0"
"1157058","1","1","5","05abfb83-eb5c-11ec-9416-9440c9ab47f0"
"1157201","1","1","5","208fa6d3-e2b7-11ec-9416-9440c9ab47f0"
"1157203","1","1","5","16ec9d22-e2b7-11ec-9416-9440c9ab47f0"
"1157209","1","1","5","12c8a11b-e2b7-11ec-9416-9440c9ab47f0"
"1157210","1","1","1","1c82b318-e2b7-11ec-9416-9440c9ab47f0"
"1157268","1","1","1","1439dbef-e2b7-11ec-9416-9440c9ab47f0"
"1157268","1","1","6","1439f26b-e2b7-11ec-9416-9440c9ab47f0"
"1157271","1","1","-66","1e42bc9d-e2b7-11ec-9416-9440c9ab47f0"
"1157271","1","1","1","1e42afdd-e2b7-11ec-9416-9440c9ab47f0"
"1157273","1","1","1","15fcb8c8-e2b7-11ec-9416-9440c9ab47f0"
"1157273","1","1","6","15fcc5a4-e2b7-11ec-9416-9440c9ab47f0"
"1157274","1","1","2","1df88621-e2b7-11ec-9416-9440c9ab47f0"
"1157274","1","1","4","1df8932c-e2b7-11ec-9416-9440c9ab47f0"
"1157274","1","1","6","1df89f4a-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","2","1daee0bd-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","3","1daeee7d-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","4","1daefa95-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","6","1daf061d-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","1","1240fed1-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","6","124144d8-e2b7-11ec-9416-9440c9ab47f0"
"1157282","1","1","1","1b84a5dc-e2b7-11ec-9416-9440c9ab47f0"
"1157282","1","1","2","1b84b335-e2b7-11ec-9416-9440c9ab47f0"
"1157282","1","1","6","1b84c26f-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","2","1475e31e-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","3","1475f149-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","4","1477a7b1-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","5","1477f940-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","6","1477b88f-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","2","15e8cabb-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","3","15e902ca-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","4","15e8f2ec-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","5","15e8d93a-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","6","15e8e579-e2b7-11ec-9416-9440c9ab47f0"
"1157369","1","1","1","1e2c1e50-e2b7-11ec-9416-9440c9ab47f0"
"1157370","1","1","1","183f7cfe-e2b7-11ec-9416-9440c9ab47f0"
"1157371","1","1","1","2140b1a9-e2b7-11ec-9416-9440c9ab47f0"
"1157372","1","1","1","0f951470-e2b7-11ec-9416-9440c9ab47f0"
"1157375","1","1","1","2a71a1dc-e2b7-11ec-9416-9440c9ab47f0"
"1157376","1","1","-66","1e7c24a5-e2b7-11ec-9416-9440c9ab47f0"
"1157378","1","1","1","23d3a84a-e2b7-11ec-9416-9440c9ab47f0"
"1157380","1","1","1","292b607b-e2b7-11ec-9416-9440c9ab47f0"
"1157396","1","1","1","1e6d474a-e2b7-11ec-9416-9440c9ab47f0"
"1157397","1","1","1","21d6d655-e2b7-11ec-9416-9440c9ab47f0"
"1157400","1","1","1","1b481f29-e2b7-11ec-9416-9440c9ab47f0"
"1157401","1","1","1","1510332c-e2b7-11ec-9416-9440c9ab47f0"
"1157402","1","1","1","201ecf9f-e2b7-11ec-9416-9440c9ab47f0"
"1157403","1","1","1","1acde863-e2b7-11ec-9416-9440c9ab47f0"
"1157405","1","1","1","1983bfad-e2b7-11ec-9416-9440c9ab47f0"
"1157459","1","1","5","1b615980-e2b7-11ec-9416-9440c9ab47f0"
"1157459","1","1","6","1b61662a-e2b7-11ec-9416-9440c9ab47f0"
"1157463","1","1","2","0b25886f-e2b7-11ec-9416-9440c9ab47f0"
"1157463","1","1","5","0b25a82f-e2b7-11ec-9416-9440c9ab47f0"
"1157464","1","1","6","28c46c14-e2b7-11ec-9416-9440c9ab47f0"
"1157465","1","1","6","2ce841db-e2b7-11ec-9416-9440c9ab47f0"
"1157467","1","1","6","18004914-e2b7-11ec-9416-9440c9ab47f0"
"1157472","1","1","1","146af5f4-e2b7-11ec-9416-9440c9ab47f0"
"1157473","1","1","-66","19eb23e6-e2b7-11ec-9416-9440c9ab47f0"
"1157531","1","1","2","2c885970-e2b7-11ec-9416-9440c9ab47f0"
"1157531","1","1","4","2c886ccc-e2b7-11ec-9416-9440c9ab47f0"
"1157531","1","1","5","2c887a4e-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","2","261a7da6-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","4","261a8e3d-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","5","261a6004-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","6","261a6d9e-e2b7-11ec-9416-9440c9ab47f0"
"1157536","1","1","6","24233873-e2b7-11ec-9416-9440c9ab47f0"
"1157538","1","1","6","20121175-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","2","11fc0fc5-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","4","11fc415e-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","5","11fc1bba-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","6","11fc36a5-e2b7-11ec-9416-9440c9ab47f0"
"1157540","1","1","2","2eb767c9-e2b7-11ec-9416-9440c9ab47f0"
"1157540","1","1","4","2eb77514-e2b7-11ec-9416-9440c9ab47f0"
"1157540","1","1","5","2eb78c7d-e2b7-11ec-9416-9440c9ab47f0"
"1157540","1","1","6","2eb7815c-e2b7-11ec-9416-9440c9ab47f0"
"1157541","1","1","6","27a0ee26-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","1","2e7b2e28-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","2","2e7b394a-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","4","2e7b4405-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","5","2e7b50d3-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","6","2e7b5d89-e2b7-11ec-9416-9440c9ab47f0"
"1157544","1","1","2","13ddba7e-e2b7-11ec-9416-9440c9ab47f0"
"1157544","1","1","4","13ddc7cc-e2b7-11ec-9416-9440c9ab47f0"
"1157544","1","1","5","13df0421-e2b7-11ec-9416-9440c9ab47f0"
"1157544","1","1","6","13df638b-e2b7-11ec-9416-9440c9ab47f0"
"1157545","1","1","6","22dc8db7-e2b7-11ec-9416-9440c9ab47f0"
"1157599","1","1","1","551fc7dc-e380-11ec-9416-9440c9ab47f0"
"1157600","1","1","-66","4307d95f-e380-11ec-9416-9440c9ab47f0"
"1157600","1","1","1","4307c18e-e380-11ec-9416-9440c9ab47f0"
"1157600","1","1","6","4307cdd7-e380-11ec-9416-9440c9ab47f0"
"1157602","1","1","6","3a8ba3e7-e380-11ec-9416-9440c9ab47f0"
"1157603","1","1","-66","4e1f62f3-e380-11ec-9416-9440c9ab47f0"
"1157603","1","1","5","4e1f7585-e380-11ec-9416-9440c9ab47f0"
"1157603","1","1","8","4e1f80af-e380-11ec-9416-9440c9ab47f0"
"1157604","1","1","1","516aff49-e380-11ec-9416-9440c9ab47f0"
"1157604","1","1","6","516b0c67-e380-11ec-9416-9440c9ab47f0"
"1157607","1","1","1","4c433702-e380-11ec-9416-9440c9ab47f0"
"1157608","1","1","1","508453e7-e380-11ec-9416-9440c9ab47f0"
"1157608","1","1","6","5084602a-e380-11ec-9416-9440c9ab47f0"
"1157610","1","1","1","538b8bcc-e380-11ec-9416-9440c9ab47f0"
"1157611","1","1","2","501dc91d-e380-11ec-9416-9440c9ab47f0"
"1157612","1","1","6","4b4affee-e380-11ec-9416-9440c9ab47f0"
"1157628","1","1","2","4015127e-e380-11ec-9416-9440c9ab47f0"
"1157630","1","1","2","3b37b60c-e380-11ec-9416-9440c9ab47f0"
"1157674","1","1","1","570182b0-e380-11ec-9416-9440c9ab47f0"
"1157676","1","1","1","5857321b-e380-11ec-9416-9440c9ab47f0"
"1157678","1","1","2","3dfae815-e380-11ec-9416-9440c9ab47f0"
"1157681","1","1","1","36896b39-e380-11ec-9416-9440c9ab47f0"
"1157681","1","1","6","3688f5f5-e380-11ec-9416-9440c9ab47f0"
"1157682","1","1","1","51f821ce-e380-11ec-9416-9440c9ab47f0"
"1157683","1","1","2","4f26f50d-e380-11ec-9416-9440c9ab47f0"
"1157684","1","1","1","4093e8ab-e380-11ec-9416-9440c9ab47f0"
"1157691","1","1","1","49b18a73-e380-11ec-9416-9440c9ab47f0"
"1157693","1","1","2","4019e3ef-e380-11ec-9416-9440c9ab47f0"
"1157694","1","1","2","511eb7b6-e380-11ec-9416-9440c9ab47f0"
"1157695","1","1","1","5791dae5-e380-11ec-9416-9440c9ab47f0"
"1157702","1","1","1","39a2d3bb-e380-11ec-9416-9440c9ab47f0"
"1157703","1","1","2","3ab28a5f-e380-11ec-9416-9440c9ab47f0"
"1157705","1","1","2","597b79ef-e380-11ec-9416-9440c9ab47f0"
"1157706","1","1","1","49a706af-e380-11ec-9416-9440c9ab47f0"
"1157711","1","1","1","55c41d8d-e380-11ec-9416-9440c9ab47f0"
"1157712","1","1","1","45ac280d-e380-11ec-9416-9440c9ab47f0"
"1157714","1","1","3","38779702-e380-11ec-9416-9440c9ab47f0"
"1157716","1","1","6","59e89063-e380-11ec-9416-9440c9ab47f0"
"1157716","1","1","8","59e89dff-e380-11ec-9416-9440c9ab47f0"
"1157721","1","1","1","49621148-e380-11ec-9416-9440c9ab47f0"
"1157726","1","1","5","46d81dc7-e380-11ec-9416-9440c9ab47f0"
"1157727","1","1","5","463b29d9-e380-11ec-9416-9440c9ab47f0"
"1157730","1","1","1","53020d79-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","1","58c4288a-e380-11ec-9416-9440c9ab47f0"
"1157733","1","1","-66","53361deb-e380-11ec-9416-9440c9ab47f0"
"1157734","1","1","1","3cb5e1e0-e380-11ec-9416-9440c9ab47f0"
"1157736","1","1","6","3ea4309d-e380-11ec-9416-9440c9ab47f0"
"1157738","1","1","5","4accd43e-e380-11ec-9416-9440c9ab47f0"
"1157739","1","1","5","4054697f-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","1","45333964-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","5","453321b0-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","6","45332dce-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","2","52cbc69f-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","3","52cbd202-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","4","52cbdcea-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","5","52cbe7ec-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","6","52cbf365-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","2","471173b8-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","4","47118182-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","5","47119a01-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","6","47118d76-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","2","407e6a11-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","4","407e8605-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","5","407e7861-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","6","407e9113-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","2","460b1831-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","6","460bc05c-e380-11ec-9416-9440c9ab47f0"
"1157789","1","1","1","46a19e58-e380-11ec-9416-9440c9ab47f0"
"1157790","1","1","-66","58d32cbd-e380-11ec-9416-9440c9ab47f0"
"1157790","1","1","6","58d31500-e380-11ec-9416-9440c9ab47f0"
"1157790","1","1","8","58d320db-e380-11ec-9416-9440c9ab47f0"
"1157791","1","1","2","5ad3a14b-e380-11ec-9416-9440c9ab47f0"
"1157791","1","1","5","5ad392d3-e380-11ec-9416-9440c9ab47f0"
"1157794","1","1","6","46dd2cbd-e380-11ec-9416-9440c9ab47f0"
"1157795","1","1","8","5aad7fcf-e380-11ec-9416-9440c9ab47f0"
"1157796","1","1","2","408f3ec9-e380-11ec-9416-9440c9ab47f0"
"1157796","1","1","5","408f2f3c-e380-11ec-9416-9440c9ab47f0"
"1157797","1","1","6","43821c3a-e380-11ec-9416-9440c9ab47f0"
"1157799","1","1","2","35bf8108-e380-11ec-9416-9440c9ab47f0"
"1157799","1","1","5","35bf6e0e-e380-11ec-9416-9440c9ab47f0"
