"fid (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","Unique Row ID (see mrktc_mrktactivities)","10. What other species of animals do you buy apart from sheep and goats? (see mrktc_lkpothrspecies)","Unique Row Identifier (UUID)"
"1155821","1","1","-66","8df71d01-e05b-11ec-9416-9440c9ab47f0"
"1155823","1","1","-66","96e87b5e-e05b-11ec-9416-9440c9ab47f0"
"1155826","1","1","4","97c45f96-e05b-11ec-9416-9440c9ab47f0"
"1155828","1","1","4","8460defb-e05b-11ec-9416-9440c9ab47f0"
"1155833","1","1","4","965a3bef-e05b-11ec-9416-9440c9ab47f0"
"1155834","1","1","4","9c9d834c-e05b-11ec-9416-9440c9ab47f0"
"1155835","1","1","4","a49d3c82-e05b-11ec-9416-9440c9ab47f0"
"1155837","1","1","1","8b639690-e05b-11ec-9416-9440c9ab47f0"
"1156275","1","1","1","93500249-e05b-11ec-9416-9440c9ab47f0"
"1156281","1","1","1","a645d08b-e05b-11ec-9416-9440c9ab47f0"
"1156300","1","1","1","85a3a148-e05b-11ec-9416-9440c9ab47f0"
"1156312","1","1","1","8dec1331-e05b-11ec-9416-9440c9ab47f0"
"1156320","1","1","1","9afafe60-e05b-11ec-9416-9440c9ab47f0"
"1156322","1","1","1","92664715-e05b-11ec-9416-9440c9ab47f0"
"1156323","1","1","1","a4967167-e05b-11ec-9416-9440c9ab47f0"
"1156323","1","1","3","a49684bd-e05b-11ec-9416-9440c9ab47f0"
"1156327","1","1","1","a0ccf4bb-e05b-11ec-9416-9440c9ab47f0"
"1156327","1","1","4","a0cce7e6-e05b-11ec-9416-9440c9ab47f0"
"1156329","1","1","4","9efeea15-e05b-11ec-9416-9440c9ab47f0"
"1156333","1","1","1","9eaae596-e05b-11ec-9416-9440c9ab47f0"
"1156333","1","1","4","9eaaf11e-e05b-11ec-9416-9440c9ab47f0"
"1156334","1","1","1","87b24dda-e05b-11ec-9416-9440c9ab47f0"
"1156335","1","1","1","9dc831c2-e05b-11ec-9416-9440c9ab47f0"
"1156377","1","1","-66","c4db229b-e124-11ec-9416-9440c9ab47f0"
"1156379","1","1","-66","ceb82384-e124-11ec-9416-9440c9ab47f0"
"1156379","1","1","1","ceb8149d-e124-11ec-9416-9440c9ab47f0"
"1156380","1","1","-66","c1282c73-e124-11ec-9416-9440c9ab47f0"
"1156381","1","1","1","bce7df4f-e124-11ec-9416-9440c9ab47f0"
"1156384","1","1","-66","c3011c60-e124-11ec-9416-9440c9ab47f0"
"1156385","1","1","1","b447dd3e-e124-11ec-9416-9440c9ab47f0"
"1156386","1","1","1","bd87855d-e124-11ec-9416-9440c9ab47f0"
"1156388","1","1","-66","c3a1a218-e124-11ec-9416-9440c9ab47f0"
"1156390","1","1","1","c47b41e3-e124-11ec-9416-9440c9ab47f0"
"1156393","1","1","1","c41dd48f-e124-11ec-9416-9440c9ab47f0"
"1156395","1","1","-66","cc9ca17f-e124-11ec-9416-9440c9ab47f0"
"1156396","1","1","-66","cf3d3d5e-e124-11ec-9416-9440c9ab47f0"
"1156504","1","1","1","c5016455-e124-11ec-9416-9440c9ab47f0"
"1156505","1","1","1","c4999d6f-e124-11ec-9416-9440c9ab47f0"
"1156506","1","1","1","c289bfbe-e124-11ec-9416-9440c9ab47f0"
"1156507","1","1","-66","b563bcf7-e124-11ec-9416-9440c9ab47f0"
"1156509","1","1","-66","c0fc70a8-e124-11ec-9416-9440c9ab47f0"
"1156582","1","1","1","ceeed6a9-e124-11ec-9416-9440c9ab47f0"
"1156582","1","1","4","ceeeca52-e124-11ec-9416-9440c9ab47f0"
"1156583","1","1","1","cc40c71f-e124-11ec-9416-9440c9ab47f0"
"1156584","1","1","-66","b5cb3086-e124-11ec-9416-9440c9ab47f0"
"1156586","1","1","4","b8287595-e124-11ec-9416-9440c9ab47f0"
"1156587","1","1","1","bbb650cf-e124-11ec-9416-9440c9ab47f0"
"1156587","1","1","4","bbb6030e-e124-11ec-9416-9440c9ab47f0"
"1156588","1","1","1","b7bfa03e-e124-11ec-9416-9440c9ab47f0"
"1156588","1","1","4","b7bf9318-e124-11ec-9416-9440c9ab47f0"
"1156590","1","1","1","bf7bd2cf-e124-11ec-9416-9440c9ab47f0"
"1156591","1","1","-66","d3ab3d28-e124-11ec-9416-9440c9ab47f0"
"1156593","1","1","4","b5380c5b-e124-11ec-9416-9440c9ab47f0"
"1156597","1","1","-66","d0e99658-e124-11ec-9416-9440c9ab47f0"
"1156601","1","1","4","c9301cff-e124-11ec-9416-9440c9ab47f0"
"1156602","1","1","3","c462952e-e124-11ec-9416-9440c9ab47f0"
"1156602","1","1","4","c462893b-e124-11ec-9416-9440c9ab47f0"
"1156603","1","1","4","bfcdb43e-e124-11ec-9416-9440c9ab47f0"
"1156604","1","1","1","d051d41f-e124-11ec-9416-9440c9ab47f0"
"1156605","1","1","-66","c716b356-e124-11ec-9416-9440c9ab47f0"
"1156613","1","1","1","d17db84f-e124-11ec-9416-9440c9ab47f0"
"1156617","1","1","3","bf9b2cff-e124-11ec-9416-9440c9ab47f0"
"1156617","1","1","4","bf9b2198-e124-11ec-9416-9440c9ab47f0"
"1156757","1","1","1","f6e6c572-e1ed-11ec-9416-9440c9ab47f0"
"1156758","1","1","-66","e3cccab7-e1ed-11ec-9416-9440c9ab47f0"
"1156762","1","1","1","ec380f95-e1ed-11ec-9416-9440c9ab47f0"
"1156763","1","1","1","e1c6660e-e1ed-11ec-9416-9440c9ab47f0"
"1156764","1","1","4","fe6cf54d-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","1","f508a59f-e1ed-11ec-9416-9440c9ab47f0"
"1156765","1","1","4","f50898d3-e1ed-11ec-9416-9440c9ab47f0"
"1156767","1","1","1","df412610-e1ed-11ec-9416-9440c9ab47f0"
"1156768","1","1","1","f42958b4-e1ed-11ec-9416-9440c9ab47f0"
"1156769","1","1","-66","e6a50732-e1ed-11ec-9416-9440c9ab47f0"
"1156770","1","1","1","f60cf056-e1ed-11ec-9416-9440c9ab47f0"
"1156772","1","1","-66","01768427-e1ee-11ec-9416-9440c9ab47f0"
"1156792","1","1","1","f36e468d-e1ed-11ec-9416-9440c9ab47f0"
"1156793","1","1","1","eaed6154-e1ed-11ec-9416-9440c9ab47f0"
"1156794","1","1","1","e61fe46d-e1ed-11ec-9416-9440c9ab47f0"
"1156796","1","1","1","ea4476ea-e1ed-11ec-9416-9440c9ab47f0"
"1156797","1","1","1","e0e44daf-e1ed-11ec-9416-9440c9ab47f0"
"1156798","1","1","-66","fb821ec4-e1ed-11ec-9416-9440c9ab47f0"
"1156799","1","1","-66","e800ab12-e1ed-11ec-9416-9440c9ab47f0"
"1156801","1","1","-66","ea358455-e1ed-11ec-9416-9440c9ab47f0"
"1156803","1","1","1","eb07a27d-e1ed-11ec-9416-9440c9ab47f0"
"1156809","1","1","1","eb9167db-e1ed-11ec-9416-9440c9ab47f0"
"1156809","1","1","4","eb91755d-e1ed-11ec-9416-9440c9ab47f0"
"1156811","1","1","-66","eab9d713-e1ed-11ec-9416-9440c9ab47f0"
"1156812","1","1","-66","fb75ae75-e1ed-11ec-9416-9440c9ab47f0"
"1156813","1","1","4","ff4156d4-e1ed-11ec-9416-9440c9ab47f0"
"1156818","1","1","4","0166168b-e1ee-11ec-9416-9440c9ab47f0"
"1156819","1","1","4","eb8c9385-e1ed-11ec-9416-9440c9ab47f0"
"1156821","1","1","1","e646be57-e1ed-11ec-9416-9440c9ab47f0"
"1156821","1","1","4","e646f40b-e1ed-11ec-9416-9440c9ab47f0"
"1156822","1","1","4","e6ee42ef-e1ed-11ec-9416-9440c9ab47f0"
"1156823","1","1","3","e4c90ba4-e1ed-11ec-9416-9440c9ab47f0"
"1156823","1","1","4","e4c9340d-e1ed-11ec-9416-9440c9ab47f0"
"1156825","1","1","4","f198fdbb-e1ed-11ec-9416-9440c9ab47f0"
"1156826","1","1","1","e6060c9e-e1ed-11ec-9416-9440c9ab47f0"
"1156827","1","1","4","f5cc7e4c-e1ed-11ec-9416-9440c9ab47f0"
"1156828","1","1","4","ef1a512e-e1ed-11ec-9416-9440c9ab47f0"
"1156833","1","1","-66","ead9ec31-e1ed-11ec-9416-9440c9ab47f0"
"1156834","1","1","4","fe585751-e1ed-11ec-9416-9440c9ab47f0"
"1156835","1","1","4","f44a3232-e1ed-11ec-9416-9440c9ab47f0"
"1156839","1","1","4","fb90ce35-e1ed-11ec-9416-9440c9ab47f0"
"1156840","1","1","4","eb5eea82-e1ed-11ec-9416-9440c9ab47f0"
"1156844","1","1","1","fbfbcb5a-e1ed-11ec-9416-9440c9ab47f0"
"1156846","1","1","4","f69b8a49-e1ed-11ec-9416-9440c9ab47f0"
"1156848","1","1","4","e78abdda-e1ed-11ec-9416-9440c9ab47f0"
"1156850","1","1","4","f9f95ecd-e1ed-11ec-9416-9440c9ab47f0"
"1156851","1","1","4","fa6c44e2-e1ed-11ec-9416-9440c9ab47f0"
"1156853","1","1","-66","f32d89cc-e1ed-11ec-9416-9440c9ab47f0"
"1156857","1","1","1","e9b43fe6-e1ed-11ec-9416-9440c9ab47f0"
"1156860","1","1","1","e32b7343-e1ed-11ec-9416-9440c9ab47f0"
"1156864","1","1","1","fd09195d-e1ed-11ec-9416-9440c9ab47f0"
"1156865","1","1","-66","fb31ac80-e1ed-11ec-9416-9440c9ab47f0"
"1156867","1","1","1","f63a3b35-e1ed-11ec-9416-9440c9ab47f0"
"1156868","1","1","1","f1c5aae8-e1ed-11ec-9416-9440c9ab47f0"
"1156869","1","1","-66","f96e2dfc-e1ed-11ec-9416-9440c9ab47f0"
"1156872","1","1","1","ec493048-e1ed-11ec-9416-9440c9ab47f0"
"1156873","1","1","1","ecde58b3-e1ed-11ec-9416-9440c9ab47f0"
"1156947","1","1","1","00c7e612-e1ee-11ec-9416-9440c9ab47f0"
"1156954","1","1","1","fca83516-e1ed-11ec-9416-9440c9ab47f0"
"1156959","1","1","1","f7f35686-e1ed-11ec-9416-9440c9ab47f0"
"1156983","1","1","1","f86309c8-e1ed-11ec-9416-9440c9ab47f0"
"1156984","1","1","1","ff19192f-e1ed-11ec-9416-9440c9ab47f0"
"1156992","1","1","1","ee439f74-e1ed-11ec-9416-9440c9ab47f0"
"1156998","1","1","-66","eb67fa63-e1ed-11ec-9416-9440c9ab47f0"
"1157000","1","1","-66","e0ffb505-e1ed-11ec-9416-9440c9ab47f0"
"1157001","1","1","-66","f0041317-e1ed-11ec-9416-9440c9ab47f0"
"1157005","1","1","4","02b5b717-eb5c-11ec-9416-9440c9ab47f0"
"1157006","1","1","4","0ce5f1af-eb5c-11ec-9416-9440c9ab47f0"
"1157008","1","1","1","fdc0b280-eb5b-11ec-9416-9440c9ab47f0"
"1157011","1","1","4","127f3b80-eb5c-11ec-9416-9440c9ab47f0"
"1157012","1","1","3","0efb71ce-eb5c-11ec-9416-9440c9ab47f0"
"1157012","1","1","4","0efb6410-eb5c-11ec-9416-9440c9ab47f0"
"1157017","1","1","-66","ff040fa0-eb5b-11ec-9416-9440c9ab47f0"
"1157019","1","1","-66","ffeb0b1d-eb5b-11ec-9416-9440c9ab47f0"
"1157020","1","1","1","14d66073-eb5c-11ec-9416-9440c9ab47f0"
"1157022","1","1","-66","1530a9fb-eb5c-11ec-9416-9440c9ab47f0"
"1157023","1","1","1","06429ac9-eb5c-11ec-9416-9440c9ab47f0"
"1157024","1","1","1","06879f12-eb5c-11ec-9416-9440c9ab47f0"
"1157025","1","1","-66","09f70ef4-eb5c-11ec-9416-9440c9ab47f0"
"1157033","1","1","1","12017b7d-eb5c-11ec-9416-9440c9ab47f0"
"1157036","1","1","1","0f5f9d95-eb5c-11ec-9416-9440c9ab47f0"
"1157040","1","1","1","02879d74-eb5c-11ec-9416-9440c9ab47f0"
"1157043","1","1","1","e6a55f03-eb5b-11ec-9416-9440c9ab47f0"
"1157044","1","1","1","06701c6a-eb5c-11ec-9416-9440c9ab47f0"
"1157049","1","1","3","10254da8-eb5c-11ec-9416-9440c9ab47f0"
"1157051","1","1","4","15257e55-eb5c-11ec-9416-9440c9ab47f0"
"1157052","1","1","1","fbe322f5-eb5b-11ec-9416-9440c9ab47f0"
"1157053","1","1","1","e8218cc4-eb5b-11ec-9416-9440c9ab47f0"
"1157201","1","1","4","208fe1c4-e2b7-11ec-9416-9440c9ab47f0"
"1157203","1","1","4","16ed4889-e2b7-11ec-9416-9440c9ab47f0"
"1157209","1","1","4","12c8dbae-e2b7-11ec-9416-9440c9ab47f0"
"1157210","1","1","-66","1c82dab2-e2b7-11ec-9416-9440c9ab47f0"
"1157268","1","1","-66","143a38eb-e2b7-11ec-9416-9440c9ab47f0"
"1157271","1","1","-66","1e42d59b-e2b7-11ec-9416-9440c9ab47f0"
"1157273","1","1","1","15fcf497-e2b7-11ec-9416-9440c9ab47f0"
"1157273","1","1","4","15fcffc1-e2b7-11ec-9416-9440c9ab47f0"
"1157274","1","1","4","1df8dc48-e2b7-11ec-9416-9440c9ab47f0"
"1157276","1","1","4","1daf3f98-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","1","1241d650-e2b7-11ec-9416-9440c9ab47f0"
"1157280","1","1","4","12420e62-e2b7-11ec-9416-9440c9ab47f0"
"1157282","1","1","1","1b84f91d-e2b7-11ec-9416-9440c9ab47f0"
"1157283","1","1","-66","14790fc1-e2b7-11ec-9416-9440c9ab47f0"
"1157286","1","1","-66","15e939ae-e2b7-11ec-9416-9440c9ab47f0"
"1157369","1","1","1","1e2c7226-e2b7-11ec-9416-9440c9ab47f0"
"1157371","1","1","1","2140ffcf-e2b7-11ec-9416-9440c9ab47f0"
"1157372","1","1","1","0f96325a-e2b7-11ec-9416-9440c9ab47f0"
"1157375","1","1","1","2a72cddf-e2b7-11ec-9416-9440c9ab47f0"
"1157396","1","1","1","1e6d7d9e-e2b7-11ec-9416-9440c9ab47f0"
"1157397","1","1","4","21d80201-e2b7-11ec-9416-9440c9ab47f0"
"1157400","1","1","-66","1b484f13-e2b7-11ec-9416-9440c9ab47f0"
"1157401","1","1","4","15106441-e2b7-11ec-9416-9440c9ab47f0"
"1157402","1","1","-66","201f155c-e2b7-11ec-9416-9440c9ab47f0"
"1157403","1","1","4","1ace0ae3-e2b7-11ec-9416-9440c9ab47f0"
"1157405","1","1","-66","1983fdab-e2b7-11ec-9416-9440c9ab47f0"
"1157531","1","1","-66","2c88c8fe-e2b7-11ec-9416-9440c9ab47f0"
"1157535","1","1","1","261ae263-e2b7-11ec-9416-9440c9ab47f0"
"1157536","1","1","-66","24238126-e2b7-11ec-9416-9440c9ab47f0"
"1157538","1","1","-66","20124cab-e2b7-11ec-9416-9440c9ab47f0"
"1157539","1","1","-66","11fca4bb-e2b7-11ec-9416-9440c9ab47f0"
"1157540","1","1","-66","2eb7c8d8-e2b7-11ec-9416-9440c9ab47f0"
"1157541","1","1","4","27a15228-e2b7-11ec-9416-9440c9ab47f0"
"1157543","1","1","1","2e7bac6f-e2b7-11ec-9416-9440c9ab47f0"
"1157544","1","1","1","13e02c5f-e2b7-11ec-9416-9440c9ab47f0"
"1157545","1","1","-66","22dcccc5-e2b7-11ec-9416-9440c9ab47f0"
"1157599","1","1","1","552000a6-e380-11ec-9416-9440c9ab47f0"
"1157628","1","1","-66","4015617f-e380-11ec-9416-9440c9ab47f0"
"1157630","1","1","-66","3b38ecd4-e380-11ec-9416-9440c9ab47f0"
"1157674","1","1","1","57019ad6-e380-11ec-9416-9440c9ab47f0"
"1157691","1","1","1","49b1d742-e380-11ec-9416-9440c9ab47f0"
"1157693","1","1","1","401a14be-e380-11ec-9416-9440c9ab47f0"
"1157703","1","1","3","3ab41b2a-e380-11ec-9416-9440c9ab47f0"
"1157703","1","1","4","3ab40c6a-e380-11ec-9416-9440c9ab47f0"
"1157705","1","1","4","597bb2b6-e380-11ec-9416-9440c9ab47f0"
"1157706","1","1","3","49a72e38-e380-11ec-9416-9440c9ab47f0"
"1157711","1","1","1","55c48ea8-e380-11ec-9416-9440c9ab47f0"
"1157712","1","1","-66","45ad13b3-e380-11ec-9416-9440c9ab47f0"
"1157714","1","1","-66","3877cfc9-e380-11ec-9416-9440c9ab47f0"
"1157716","1","1","-66","59e8b5be-e380-11ec-9416-9440c9ab47f0"
"1157726","1","1","-66","46d841f3-e380-11ec-9416-9440c9ab47f0"
"1157727","1","1","1","463b4dbf-e380-11ec-9416-9440c9ab47f0"
"1157730","1","1","-66","5302441e-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","1","58c45f1f-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","3","58c46c0f-e380-11ec-9416-9440c9ab47f0"
"1157731","1","1","4","58c4770e-e380-11ec-9416-9440c9ab47f0"
"1157733","1","1","-66","533645e8-e380-11ec-9416-9440c9ab47f0"
"1157734","1","1","-66","3cb6ebd6-e380-11ec-9416-9440c9ab47f0"
"1157736","1","1","-66","3ea4fc03-e380-11ec-9416-9440c9ab47f0"
"1157738","1","1","-66","4acd10d1-e380-11ec-9416-9440c9ab47f0"
"1157739","1","1","1","4054a174-e380-11ec-9416-9440c9ab47f0"
"1157740","1","1","-66","45343612-e380-11ec-9416-9440c9ab47f0"
"1157781","1","1","-66","52cc219a-e380-11ec-9416-9440c9ab47f0"
"1157783","1","1","4","4711d5e0-e380-11ec-9416-9440c9ab47f0"
"1157786","1","1","4","407efa43-e380-11ec-9416-9440c9ab47f0"
"1157787","1","1","-66","460c2b3d-e380-11ec-9416-9440c9ab47f0"
"1157886","1","1","-66","f230aa4a-eb5b-11ec-9416-9440c9ab47f0"
"1157888","1","1","-66","0adc8b2c-eb5c-11ec-9416-9440c9ab47f0"
"1157891","1","1","4","04a27365-eb5c-11ec-9416-9440c9ab47f0"
"1157897","1","1","-66","13468582-eb5c-11ec-9416-9440c9ab47f0"
"1157899","1","1","-66","0a7c8a12-eb5c-11ec-9416-9440c9ab47f0"
"1157902","1","1","3","fd91dddb-eb5b-11ec-9416-9440c9ab47f0"
"1157902","1","1","4","fd91d0f5-eb5b-11ec-9416-9440c9ab47f0"
"1157904","1","1","-66","ec8284bb-eb5b-11ec-9416-9440c9ab47f0"
"1157905","1","1","-66","007322a5-eb5c-11ec-9416-9440c9ab47f0"
"1157907","1","1","1","f6c1237c-eb5b-11ec-9416-9440c9ab47f0"
"1157908","1","1","1","04c1f7ed-eb5c-11ec-9416-9440c9ab47f0"
"1157911","1","1","4","f04eef1a-eb5b-11ec-9416-9440c9ab47f0"
"1157922","1","1","1","fd8bd0b5-eb5b-11ec-9416-9440c9ab47f0"
"1157925","1","1","-66","fe4a0aa2-eb5b-11ec-9416-9440c9ab47f0"
"1157926","1","1","-66","0e7268b4-eb5c-11ec-9416-9440c9ab47f0"
"1157927","1","1","1","101a758e-eb5c-11ec-9416-9440c9ab47f0"
"1157928","1","1","-66","176ecc21-eb5c-11ec-9416-9440c9ab47f0"
"1157929","1","1","-66","e91c94c0-eb5b-11ec-9416-9440c9ab47f0"
"1157930","1","1","1","ee9f0c58-eb5b-11ec-9416-9440c9ab47f0"
"1157931","1","1","1","12fe78b8-eb5c-11ec-9416-9440c9ab47f0"
"1157944","1","1","4","0ccb9487-eb5c-11ec-9416-9440c9ab47f0"
"1157945","1","1","4","14af20c8-eb5c-11ec-9416-9440c9ab47f0"
"1157957","1","1","4","0ccf2227-eb5c-11ec-9416-9440c9ab47f0"
"1157972","1","1","1","eda71c0b-eb5b-11ec-9416-9440c9ab47f0"
"1157978","1","1","3","13e323ef-eb5c-11ec-9416-9440c9ab47f0"
"1157978","1","1","4","13e32ed3-eb5c-11ec-9416-9440c9ab47f0"
"1157979","1","1","1","f72a5e42-eb5b-11ec-9416-9440c9ab47f0"
"1157983","1","1","3","f4a8c5bb-eb5b-11ec-9416-9440c9ab47f0"
"1157983","1","1","4","f4a8b763-eb5b-11ec-9416-9440c9ab47f0"
"1157985","1","1","1","0652eefa-eb5c-11ec-9416-9440c9ab47f0"
"1157986","1","1","1","ebba865b-eb5b-11ec-9416-9440c9ab47f0"
"1157990","1","1","1","eab224f3-eb5b-11ec-9416-9440c9ab47f0"
"1157992","1","1","1","15d5f302-eb5c-11ec-9416-9440c9ab47f0"
"1157993","1","1","3","1037ffe6-eb5c-11ec-9416-9440c9ab47f0"
"1157993","1","1","4","10380bcf-eb5c-11ec-9416-9440c9ab47f0"
"1157999","1","1","1","054f53e5-eb5c-11ec-9416-9440c9ab47f0"
"1158080","1","1","-66","7d06208e-e449-11ec-9416-9440c9ab47f0"
"1158081","1","1","1","861c721b-e449-11ec-9416-9440c9ab47f0"
"1158083","1","1","1","6eddf635-e449-11ec-9416-9440c9ab47f0"
"1158084","1","1","-66","6189aa51-e449-11ec-9416-9440c9ab47f0"
"1158087","1","1","-66","7aab4575-e449-11ec-9416-9440c9ab47f0"
"1158088","1","1","4","658667a9-e449-11ec-9416-9440c9ab47f0"
"1158090","1","1","-66","7c5414d1-e449-11ec-9416-9440c9ab47f0"
"1158094","1","1","1","86b1372c-e449-11ec-9416-9440c9ab47f0"
"1158097","1","1","-66","6f7f4ae4-e449-11ec-9416-9440c9ab47f0"
"1158098","1","1","1","859532c2-e449-11ec-9416-9440c9ab47f0"
"1158101","1","1","1","6d426488-e449-11ec-9416-9440c9ab47f0"
"1158199","1","1","1","7334d984-e449-11ec-9416-9440c9ab47f0"
"1158200","1","1","1","8621e2ba-e449-11ec-9416-9440c9ab47f0"
"1158203","1","1","-66","638d6e95-e449-11ec-9416-9440c9ab47f0"
"1158204","1","1","-66","79726429-e449-11ec-9416-9440c9ab47f0"
"1158205","1","1","-66","70c7a9d8-e449-11ec-9416-9440c9ab47f0"
"1158206","1","1","-66","8701bb4f-e449-11ec-9416-9440c9ab47f0"
"1158208","1","1","1","80145e57-e449-11ec-9416-9440c9ab47f0"
"1158209","1","1","-66","8634670a-e449-11ec-9416-9440c9ab47f0"
"1158216","1","1","-66","7c5f5bc6-e449-11ec-9416-9440c9ab47f0"
"1158217","1","1","1","715eeeef-e449-11ec-9416-9440c9ab47f0"
"1158237","1","1","1","76878819-e449-11ec-9416-9440c9ab47f0"
"1158238","1","1","-66","87cd206e-e449-11ec-9416-9440c9ab47f0"
"1158239","1","1","4","5fb2aa70-e449-11ec-9416-9440c9ab47f0"
"1158243","1","1","4","75730913-e449-11ec-9416-9440c9ab47f0"
"1158245","1","1","-66","82df037b-e449-11ec-9416-9440c9ab47f0"
"1158250","1","1","1","749ffd69-e449-11ec-9416-9440c9ab47f0"
"1158252","1","1","1","82a41d8a-e449-11ec-9416-9440c9ab47f0"
"1158256","1","1","4","667ef328-e449-11ec-9416-9440c9ab47f0"
"1158259","1","1","3","74e06997-e449-11ec-9416-9440c9ab47f0"
"1158259","1","1","4","74e05e96-e449-11ec-9416-9440c9ab47f0"
"1158260","1","1","-66","82e7abbe-e449-11ec-9416-9440c9ab47f0"
"1158262","1","1","-66","8785bbaf-e449-11ec-9416-9440c9ab47f0"
"1158264","1","1","-66","67042a03-e449-11ec-9416-9440c9ab47f0"
"1158270","1","1","-66","788f9bd8-e449-11ec-9416-9440c9ab47f0"
"1158274","1","1","1","77053266-e449-11ec-9416-9440c9ab47f0"
"1158276","1","1","1","7b84f903-e449-11ec-9416-9440c9ab47f0"
"1158277","1","1","1","87e2b291-e449-11ec-9416-9440c9ab47f0"
"1158278","1","1","1","7b52a8f4-e449-11ec-9416-9440c9ab47f0"
"1158280","1","1","-66","6299ee4b-e449-11ec-9416-9440c9ab47f0"
"1158281","1","1","-66","761d555c-e449-11ec-9416-9440c9ab47f0"
"1158282","1","1","-66","6e118c81-e449-11ec-9416-9440c9ab47f0"
"1158285","1","1","1","6efb5ef6-e449-11ec-9416-9440c9ab47f0"
"1158286","1","1","-66","88cbe0d1-e449-11ec-9416-9440c9ab47f0"
"1158289","1","1","1","750bc90d-e449-11ec-9416-9440c9ab47f0"
"1158290","1","1","1","6ed3ec5c-e449-11ec-9416-9440c9ab47f0"
"1158292","1","1","-66","7185eb6e-e449-11ec-9416-9440c9ab47f0"
"1158293","1","1","-66","6b5dd677-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","3","80e1650d-e449-11ec-9416-9440c9ab47f0"
"1158313","1","1","4","80e158cd-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","1","8301cbda-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","3","8301c0d4-e449-11ec-9416-9440c9ab47f0"
"1158314","1","1","4","8301b540-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","3","7f77518d-e449-11ec-9416-9440c9ab47f0"
"1158317","1","1","4","7f7744a8-e449-11ec-9416-9440c9ab47f0"
"1158355","1","1","1","6fcf86a8-e449-11ec-9416-9440c9ab47f0"
"1158450","1","1","1","a6dab634-e512-11ec-9416-9440c9ab47f0"
"1158451","1","1","1","a0da0a5c-e512-11ec-9416-9440c9ab47f0"
"1158453","1","1","1","a7bf3e61-e512-11ec-9416-9440c9ab47f0"
"1158455","1","1","1","a3b4c61f-e512-11ec-9416-9440c9ab47f0"
"1158458","1","1","1","b013ccdb-e512-11ec-9416-9440c9ab47f0"
"1158466","1","1","1","8b9a9d83-e512-11ec-9416-9440c9ab47f0"
"1158468","1","1","-66","9155f80e-e512-11ec-9416-9440c9ab47f0"
"1158469","1","1","1","a8f38d80-e512-11ec-9416-9440c9ab47f0"
"1158470","1","1","1","aef0cac4-e512-11ec-9416-9440c9ab47f0"
"1158471","1","1","1","98fb8e8b-e512-11ec-9416-9440c9ab47f0"
"1158476","1","1","1","b151640e-e512-11ec-9416-9440c9ab47f0"
"1158603","1","1","1","a9a6ca9c-e512-11ec-9416-9440c9ab47f0"
"1158604","1","1","1","a1d6b337-e512-11ec-9416-9440c9ab47f0"
"1158606","1","1","1","ac6e7482-e512-11ec-9416-9440c9ab47f0"
"1158618","1","1","1","991ccf2d-e512-11ec-9416-9440c9ab47f0"
"1158622","1","1","1","b17f0de2-e512-11ec-9416-9440c9ab47f0"
"1158625","1","1","4","afa4b176-e512-11ec-9416-9440c9ab47f0"
"1158787","1","1","1","aedeecc7-e512-11ec-9416-9440c9ab47f0"
"1158788","1","1","1","a77970ef-e512-11ec-9416-9440c9ab47f0"
"1158915","1","1","1","a37496bf-e512-11ec-9416-9440c9ab47f0"
"1158923","1","1","-66","b3c6651e-e512-11ec-9416-9440c9ab47f0"
"1158938","1","1","4","9d07add1-e512-11ec-9416-9440c9ab47f0"
"1158939","1","1","4","9d9f8f3b-e512-11ec-9416-9440c9ab47f0"
"1158941","1","1","4","8aeb9a47-e512-11ec-9416-9440c9ab47f0"
"1158942","1","1","4","946c43d6-e512-11ec-9416-9440c9ab47f0"
"1158943","1","1","4","a082edff-e512-11ec-9416-9440c9ab47f0"
"1158947","1","1","4","91748f60-e512-11ec-9416-9440c9ab47f0"
"1158952","1","1","-66","8d6d5ccb-e512-11ec-9416-9440c9ab47f0"
"1158954","1","1","-66","995d7b49-e512-11ec-9416-9440c9ab47f0"
"1158955","1","1","1","a88aa033-e512-11ec-9416-9440c9ab47f0"
"1158956","1","1","1","9a27bcf3-e512-11ec-9416-9440c9ab47f0"
"1159028","1","1","1","c546279c-e5db-11ec-9416-9440c9ab47f0"
"1159032","1","1","-66","d4b7004a-e5db-11ec-9416-9440c9ab47f0"
"1159036","1","1","4","d6886626-e5db-11ec-9416-9440c9ab47f0"
"1159037","1","1","4","b9cd2ef5-e5db-11ec-9416-9440c9ab47f0"
"1159172","1","1","-66","dac4433f-e5db-11ec-9416-9440c9ab47f0"
"1159175","1","1","4","cd13ea0a-e5db-11ec-9416-9440c9ab47f0"
"1159176","1","1","-66","b4b71418-e5db-11ec-9416-9440c9ab47f0"
"1159177","1","1","1","bdb0506f-e5db-11ec-9416-9440c9ab47f0"
