"fid (see mrktc_generalinfo)","Unique Row ID (see mrktc_generalinfo)","Unique Row ID","Market no","Name of market","Ward","District","Type of market (see mrktc_lkpmrkt_type)","Unique Row Identifier (UUID)"
"1147474","1","2","2","Dutwa","Dutwa","Bariadi DC","1","43eda2e9-dc0e-11ec-9416-9440c9ab47f0"
"1147474","1","3","3","Migato","Migato","Itilima","1","43edb1de-dc0e-11ec-9416-9440c9ab47f0"
"1147474","1","4","4","Bariadi - jumamosi","Kidinda","Kidinda","1","43edc17d-dc0e-11ec-9416-9440c9ab47f0"
"1147476","1","1","1","Kidinda","Kidinda","Bariadi mji","1","3e304073-dc0e-11ec-9416-9440c9ab47f0"
"1147476","1","2","2","Dutwa","Dutwa","Bariadi DC","1","3e30584c-dc0e-11ec-9416-9440c9ab47f0"
"1147477","1","1","1","Tinda","Tinda","Meatu","1","403bc9d0-dc0e-11ec-9416-9440c9ab47f0"
"1147478","1","1","1","Kidinda","Kidinda","Bariadi mji","1","420bce0c-dc0e-11ec-9416-9440c9ab47f0"
"1147478","1","2","2","Dutwa","Dutwa","Bariadi dc","1","420bdf6b-dc0e-11ec-9416-9440c9ab47f0"
"1147479","1","1","1","Lalago","Lalago","Maswa","1","40287e5d-dc0e-11ec-9416-9440c9ab47f0"
"1147480","1","1","1","Kidinda","Kidinda","Bariadi mji","1","3a3ec5e6-dc0e-11ec-9416-9440c9ab47f0"
"1147480","1","2","2","Dutwa","Dutwa","Bariadi DC","1","3a3ee1ae-dc0e-11ec-9416-9440c9ab47f0"
"1147482","1","1","1","Kidinda","Kidinda","Bariadi mji","1","434eef1e-dc0e-11ec-9416-9440c9ab47f0"
"1147482","1","2","2","Dutwa","Dutwa","Bariadi","1","434f059b-dc0e-11ec-9416-9440c9ab47f0"
"1147496","1","1","1","Senani","","Maswa","1","45515136-dc0e-11ec-9416-9440c9ab47f0"
"1147497","1","1","1","Laini","Mwamtana","Itilima","1","3660e36f-dc0e-11ec-9416-9440c9ab47f0"
"1147499","1","1","1","Dutwa","Dutwa","Bariadi dc","1","3fbc7e10-dc0e-11ec-9416-9440c9ab47f0"
"1147504","1","1","1","Laini","Laini","Meatu","1","48448417-dc0e-11ec-9416-9440c9ab47f0"
"1147504","1","2","2","Dutwa","Dutwa","Bariadi dc","1","48449588-dc0e-11ec-9416-9440c9ab47f0"
"1147505","1","1","1","Nkololo","Nkololo","Bariadi dc","1","43fa70ba-dc0e-11ec-9416-9440c9ab47f0"
"1147518","1","1","1","Migato","","Itilima","1","3bdd9496-dc0e-11ec-9416-9440c9ab47f0"
"1147518","1","2","2","Laini","","Itilima","1","3bddace3-dc0e-11ec-9416-9440c9ab47f0"
"1147519","1","1","1","Maswa","Maswa","Maswa","1","455d90f4-dc0e-11ec-9416-9440c9ab47f0"
"1147519","1","2","2","Dutwa","Dutwa","Bariadi","1","455da1ac-dc0e-11ec-9416-9440c9ab47f0"
"1147521","1","1","1","Dutwa","Dutwa","Bariadi  dc","1","41582081-dc0e-11ec-9416-9440c9ab47f0"
"1147523","1","1","1","Muhunze","Muhunze","Kishapu","2","447296cf-dc0e-11ec-9416-9440c9ab47f0"
"1147524","1","1","1","Mahembe","Mbita","Itilima","1","38456c6f-dc0e-11ec-9416-9440c9ab47f0"
"1147526","1","1","1","Laini","Sagata","Itilima","1","45678dd9-dc0e-11ec-9416-9440c9ab47f0"
"1147526","1","2","2","Migato","Muunze","Itilima","1","4567a7f2-dc0e-11ec-9416-9440c9ab47f0"
"1147527","1","1","1","Dutwa","Dutwa","Bariadi dc","1","406d434c-dc0e-11ec-9416-9440c9ab47f0"
"1147529","1","1","1","Dutwa","Dutwa","Bariadi  dc","1","429b3870-dc0e-11ec-9416-9440c9ab47f0"
"1147530","1","1","1","Maswa","Maswa","Maswa","1","3f16bd45-dc0e-11ec-9416-9440c9ab47f0"
"1147532","1","1","1","Dutwa","Datwa","Bariadi","1","35f9eb22-dc0e-11ec-9416-9440c9ab47f0"
"1147533","1","1","1","Dutwa","Dutwa","Bariadi dc","1","455525ac-dc0e-11ec-9416-9440c9ab47f0"
"1147533","1","2","2","Muhunze","Muhunze","Kishapu","2","455535a4-dc0e-11ec-9416-9440c9ab47f0"
"1147535","1","1","1","Senani","","Maswa","1","3a7fb3f9-dc0e-11ec-9416-9440c9ab47f0"
"1147536","1","1","1","Dutwa","Dutwa","Bariadi dc","1","48410e66-dc0e-11ec-9416-9440c9ab47f0"
"1148061","1","1","1","Mwamapalala","Mwamapalala","Itilima","1","39bfa637-dc0e-11ec-9416-9440c9ab47f0"
"1148061","1","2","2","Maswa","Nyalikungu","Maswa","1","39bfc0ae-dc0e-11ec-9416-9440c9ab47f0"
"1148062","1","1","1","Mwamapalala","Mwamapalala","Itilima","1","47818a87-dc0e-11ec-9416-9440c9ab47f0"
"1148063","1","1","1","Senani","Senani","Maswa","1","41a8c2b5-dc0e-11ec-9416-9440c9ab47f0"
"1148063","1","2","2","Dutwa","Dutwa","","1","41a8d99e-dc0e-11ec-9416-9440c9ab47f0"
"1148064","1","1","1","Senani","Senani","Itilima","1","36ed60e9-dc0e-11ec-9416-9440c9ab47f0"
"1148065","1","1","1","Maswa","Nyalikungu","Itilima","1","3e58d2f3-dc0e-11ec-9416-9440c9ab47f0"
"1148066","1","1","1","Kidinda","Kidinda","Bariadi mji","1","40a181a1-dc0e-11ec-9416-9440c9ab47f0"
"1148068","1","1","1","Maswa","Nyalikungu","Maswa","1","43461878-dc0e-11ec-9416-9440c9ab47f0"
"1148068","1","2","2","Kidinda","Kidinda","Bariadi mji","1","43462d0f-dc0e-11ec-9416-9440c9ab47f0"
"1148070","1","1","1","Mnada wa maswa","Maswa","Maswa","1","3ae782a0-dc0e-11ec-9416-9440c9ab47f0"
"1148070","1","2","2","Kodinda","Kidinda","Bariadi Dc","1","3ae79c40-dc0e-11ec-9416-9440c9ab47f0"
"1148071","1","1","1","Kidinda","Kidinda","Bariadi tc","1","3d61335e-dc0e-11ec-9416-9440c9ab47f0"
"1148071","1","2","2","Maswa","Maswa","Maswa","1","3d614cfa-dc0e-11ec-9416-9440c9ab47f0"
"1148073","1","1","1","Senani","Senani","Maswa","1","365d37ee-dc0e-11ec-9416-9440c9ab47f0"
"1148073","1","2","2","Kidinda","Kidinda","Bariadi tc","1","365d4dc5-dc0e-11ec-9416-9440c9ab47f0"
"1148074","1","1","1","Kidinda","Kidinda","Bariadi tc","1","42747725-dc0e-11ec-9416-9440c9ab47f0"
"1148075","1","1","1","Senani","Senani","Maswa","1","3c7bbb7b-dc0e-11ec-9416-9440c9ab47f0"
"1148076","1","1","1","Kidinda","Kidinda","Bariadi","1","3c8caaf0-dc0e-11ec-9416-9440c9ab47f0"
"1148077","1","1","1","Senani","Senani","Maswa","1","400331f9-dc0e-11ec-9416-9440c9ab47f0"
"1148077","1","2","2","Shanwa","Shanwa","Maswa","1","4003460d-dc0e-11ec-9416-9440c9ab47f0"
"1148077","1","3","3","Kidinda","Kidinda","Bariadi tc","1","40035667-dc0e-11ec-9416-9440c9ab47f0"
"1148078","1","1","1","Kidinda","Kidinda","Bariadi","1","3a68174b-dc0e-11ec-9416-9440c9ab47f0"
"1148082","1","1","1","Senani","Senani","Maswa","1","4015c5e9-dc0e-11ec-9416-9440c9ab47f0"
"1148083","1","1","1","Dutwa","Dutwa","Bariadi dc","1","37224124-dc0e-11ec-9416-9440c9ab47f0"
"1148083","1","2","2","Shanwa","Shanwa","Maswa","1","372258f0-dc0e-11ec-9416-9440c9ab47f0"
"1148083","1","3","3","Kidinda","Kidinda","Bariadi tc","1","37227dfa-dc0e-11ec-9416-9440c9ab47f0"
"1148089","1","1","1","Kidinda","Kidinda","Bariadi","1","4365367c-dc0e-11ec-9416-9440c9ab47f0"
"1148089","1","2","2","Maswa","Maswa","Maswa","1","4365499a-dc0e-11ec-9416-9440c9ab47f0"
"1148090","1","1","1","Kidinda","Kidinda","Bariadi","1","46fbace7-dc0e-11ec-9416-9440c9ab47f0"
"1148093","1","1","1","Kidinda","Kidinda","Bariadi tc","1","45dbdc2a-dc0e-11ec-9416-9440c9ab47f0"
"1148093","1","2","2","Shanwa","Maswa","Maswa","1","45dbf087-dc0e-11ec-9416-9440c9ab47f0"
"1148094","1","1","1","Kidinda","Kidinda","Bariadi  tc","1","47ae0728-dc0e-11ec-9416-9440c9ab47f0"
"1148094","1","2","2","Maswa","Maswa","Maswa","1","47ae1765-dc0e-11ec-9416-9440c9ab47f0"
"1148095","1","1","1","Maswa","Maswa","Maswa","1","44dec70e-dc0e-11ec-9416-9440c9ab47f0"
"1148097","1","1","1","Maswa","Maswa","Maswa","1","40e74054-dc0e-11ec-9416-9440c9ab47f0"
"1148102","1","1","1","Maswa","Maswa","Maswa","1","3ede8456-dc0e-11ec-9416-9440c9ab47f0"
"1148102","1","2","2","Kidinda","Kidinda","Itilima","1","3ede979d-dc0e-11ec-9416-9440c9ab47f0"
"1148559","1","1","1","Msisi","Msisi","Bahi","1","275062c2-dc16-11ec-9416-9440c9ab47f0"
"1148559","1","2","2","Makanda","Makanda","Bahi","1","275072cf-dc16-11ec-9416-9440c9ab47f0"
"1148560","1","1","1","Makanda","Makanda","Bahi","1","2921d95e-dc16-11ec-9416-9440c9ab47f0"
"1148560","1","2","2","Msisi","Msisi","Bahi","1","2921e972-dc16-11ec-9416-9440c9ab47f0"
"1148561","1","1","1","Msisi","Msisi","Bahi","1","474ea34a-dc0e-11ec-9416-9440c9ab47f0"
"1148561","1","2","2","Bahi","Bahi","Bahi","1","474ebdc9-dc0e-11ec-9416-9440c9ab47f0"
"1148561","1","3","3","Makanda","Makanda","Bahi","1","474ed95b-dc0e-11ec-9416-9440c9ab47f0"
"1148561","1","4","4","Kongogo","Babayu","Bahi","1","474eec00-dc0e-11ec-9416-9440c9ab47f0"
"1148561","1","5","5","Mpunguzi","Mpunguzi","Bahi","1","474f02fe-dc0e-11ec-9416-9440c9ab47f0"
"1148562","1","1","1","Makanda","Makanda","Bahi","1","3b776c76-dc0e-11ec-9416-9440c9ab47f0"
"1148562","1","2","2","Kongogo","Babayu","Bahi","1","3b777d91-dc0e-11ec-9416-9440c9ab47f0"
"1148562","1","3","3","Msisi","Msisi","Bahi","1","3b778db9-dc0e-11ec-9416-9440c9ab47f0"
"1148563","1","1","1","Makanda","Makanda","Bahi","1","4476192a-dc0e-11ec-9416-9440c9ab47f0"
"1148563","1","2","2","Lamaiti","Lamaiti ","Bahi","1","44762b8a-dc0e-11ec-9416-9440c9ab47f0"
"1148563","1","3","3","Mayamaya","Zanka","Bahi","1","44763c4c-dc0e-11ec-9416-9440c9ab47f0"
"1148563","1","4","4","Msisi","Msisi ","Bahi","1","44764da7-dc0e-11ec-9416-9440c9ab47f0"
"1148564","1","1","1","Makanda","Makanda ","Bahi","1","3f646ba0-dc0e-11ec-9416-9440c9ab47f0"
"1148564","1","2","2","Msisi","Msisi","Bahi","1","3f647da2-dc0e-11ec-9416-9440c9ab47f0"
"1148564","1","3","3","Mundemu","Mundemu","Bahi","1","3f648f7a-dc0e-11ec-9416-9440c9ab47f0"
"1148564","1","4","4","Mayamaya","Mayamaya","Bahi","1","3f64a0f6-dc0e-11ec-9416-9440c9ab47f0"
"1148565","1","1","1","Makanda","Makanda","Bahi","1","3f11ae8f-dc0e-11ec-9416-9440c9ab47f0"
"1148565","1","2","2","Lamaiti","Lamaiti","Bahi","1","3f11ca30-dc0e-11ec-9416-9440c9ab47f0"
"1148565","1","3","3","Mayamaya","Zanka","Bahi","1","3f11e66a-dc0e-11ec-9416-9440c9ab47f0"
"1148566","1","1","1","Lamaiti","Lamaiti","Bahi","1","3c673bb1-dc0e-11ec-9416-9440c9ab47f0"
"1148566","1","2","2","Lamaiti","Lamaiti","Bahi","1","3c674fc0-dc0e-11ec-9416-9440c9ab47f0"
"1148566","1","3","3","Makanda","Makanda","Bahi ","1","3c676295-dc0e-11ec-9416-9440c9ab47f0"
"1148567","1","1","1","Makanda","Makanda","Bahi","1","3d161527-dc0e-11ec-9416-9440c9ab47f0"
"1148567","1","2","2","Msisi","Msisi","Bahi","1","3d1626ba-dc0e-11ec-9416-9440c9ab47f0"
"1148567","1","3","3","Lamaiti","Lamaiti","Bahi","1","3d1636df-dc0e-11ec-9416-9440c9ab47f0"
"1148568","1","1","1","Kongogo","Babayu","Bahi","1","4393c956-dc0e-11ec-9416-9440c9ab47f0"
"1148568","1","2","2","Lamaiti","Lamaiti","Bahi","1","43941a15-dc0e-11ec-9416-9440c9ab47f0"
"1148568","1","3","3","Msisi","Msisi","Bahi","1","43943ca4-dc0e-11ec-9416-9440c9ab47f0"
"1148569","1","1","1","Msisi","Msisi","Bahi","1","37120438-dc0e-11ec-9416-9440c9ab47f0"
"1148569","1","2","2","Makanda","Makanda","Makanda","1","37122135-dc0e-11ec-9416-9440c9ab47f0"
"1148569","1","3","3","Kongogo","Babayu","Bahi","1","371239bd-dc0e-11ec-9416-9440c9ab47f0"
"1148570","1","1","1","Lamaiti","Lamaiti ","Bahi","1","3f0255fa-dc0e-11ec-9416-9440c9ab47f0"
"1148570","1","2","2","Kigwe","Kigwe ","Bahi","1","3f026721-dc0e-11ec-9416-9440c9ab47f0"
"1148570","1","3","3","Kongogo","Babyu","Bahi","1","3f02776c-dc0e-11ec-9416-9440c9ab47f0"
"1148570","1","4","4","Maziwa","Chemba","Kondoa","1","3f02878c-dc0e-11ec-9416-9440c9ab47f0"
"1148570","1","5","5","Makanda","Makanda","Bahi","1","3f029963-dc0e-11ec-9416-9440c9ab47f0"
"1148571","1","1","1","Msisi","Msisi","Bahi","1","3627bbc7-dc0e-11ec-9416-9440c9ab47f0"
"1148571","1","2","2","Mayamaya","Zanka","Bahi","1","3627d00d-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","1","1","Kongogo","Babayu ","Bahi","1","3998285c-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","2","2","Msisi","Msisi","Bahi","1","39983ea2-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","3","3","Lamaiti","Lamaiti","Bahi","1","399850ba-dc0e-11ec-9416-9440c9ab47f0"
"1148572","1","4","4","Makanda","Makanda","Bahi ","1","39986338-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","1","1","Kigwe","Kigwe","Bahi","1","3fec654d-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","2","2","Makanda","Makanda ","Bahi","1","3fec7820-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","3","3","Msisi","Msisi ","Bahi","1","3fec9024-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","4","4","Mundemu","Mundemu","Bahi","1","3feca450-dc0e-11ec-9416-9440c9ab47f0"
"1148573","1","5","5","Nkhome","Ibugule","Bahi","1","3fecb5df-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","1","1","Makanda ","Makanda","Bahi","1","3b1d9038-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","2","2","Kongogo","Babayu","Bahi","1","3b1da90e-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","3","3","Msisi","Msisi","Bahi","1","3b1dc0ca-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","4","4","Bahi","Bahi","Bahi","1","3b1ddb7a-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","5","5","Kigwe","Ibugule","Bahi","1","3b1def05-dc0e-11ec-9416-9440c9ab47f0"
"1148574","1","6","6","Lamaiti","Lamaiti","Bahi","1","3b1e070f-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","1","1","Makanda","Makanda ","Bahi","1","42051cf5-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","2","2","Msisi","Msisi ","Bahi","1","42053d1f-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","3","3","Kigwe","Ibugule ","Bahi","1","4205555c-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","4","4","Msisi","Msisi ","Bahi","1","42057143-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","5","5","Kongogo","Babayu","Bahi","1","42058c54-dc0e-11ec-9416-9440c9ab47f0"
"1148575","1","6","6","Lamaiti","Lamaiti ","Bahi","1","4205a381-dc0e-11ec-9416-9440c9ab47f0"
"1148616","1","1","1","Bahi","Bahi","Bahi","1","268227b8-dc16-11ec-9416-9440c9ab47f0"
"1148618","1","1","1","Lamaiti","Lamaiti","Bahi","1","2678e050-dc16-11ec-9416-9440c9ab47f0"
"1148618","1","2","2","Makanda","Makanda","Bahi","1","2679005b-dc16-11ec-9416-9440c9ab47f0"
"1148619","1","1","1","Lamaiti","Lamaiti","Bahi","1","2f94eeb3-dc16-11ec-9416-9440c9ab47f0"
"1148620","1","1","1","Lamaiti","Lamaiti","Bahi","1","2514871d-dc16-11ec-9416-9440c9ab47f0"
"1148621","1","1","1","Kongogo","Babayu","Bahi","1","2e56485a-dc16-11ec-9416-9440c9ab47f0"
"1148621","1","2","2","Lamaiti","Lamaiti","Bahi","1","2e565a55-dc16-11ec-9416-9440c9ab47f0"
"1148622","1","1","1","Bahi","Bahi","Bahi","1","226e5d7b-dc16-11ec-9416-9440c9ab47f0"
"1148622","1","2","2","Kihwe","Kigwe","Bahi","1","226e6dab-dc16-11ec-9416-9440c9ab47f0"
"1148622","1","3","3","Mnkola","Mnkola","Bahi","1","226ec563-dc16-11ec-9416-9440c9ab47f0"
"1148623","1","1","1","Kongogo","Babayu","Bahi","1","2882a146-dc16-11ec-9416-9440c9ab47f0"
"1148623","1","2","2","Makanda","Makanda","Manyoni","1","2882b190-dc16-11ec-9416-9440c9ab47f0"
"1148623","1","3","3","Nkubi","Mpendo","Chemba","1","2882c0f5-dc16-11ec-9416-9440c9ab47f0"
"1148624","1","1","1","Mnkola","Ibihwa","Bahi","1","24a8b1c7-dc16-11ec-9416-9440c9ab47f0"
"1148624","1","2","2","Mundemu","Mundemu","Bahi","1","24a8c9bc-dc16-11ec-9416-9440c9ab47f0"
"1148624","1","3","3","Msisi","Msisi","Bahi","1","24a8e5d3-dc16-11ec-9416-9440c9ab47f0"
"1148624","1","4","4","Bahi","Bahi","Bahi","1","24a8fd9a-dc16-11ec-9416-9440c9ab47f0"
"1148625","1","1","1","Bahi","Bahi","Bahi","1","2826e438-dc16-11ec-9416-9440c9ab47f0"
"1148625","1","2","2","Mundemu","Mundemu","Bahi","1","282704c4-dc16-11ec-9416-9440c9ab47f0"
"1148625","1","3","3","Mnkola","Ibihwa","Bahi","1","2827260e-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","1","1","Mbalawala","Mbalawala","Dodoma mjini","1","24475b0d-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","2","2","Mundemu","Mundemu","Bahi","1","2447727e-dc16-11ec-9416-9440c9ab47f0"
"1148626","1","3","3","Ilindi","Ilindi","Bahi","1","24478352-dc16-11ec-9416-9440c9ab47f0"
"1148737","1","1","1","Kubi","","Nchemba","1","47767193-dc0e-11ec-9416-9440c9ab47f0"
"1148737","1","2","2","Maziwa","Maziwa","Nchemba","1","477686cb-dc0e-11ec-9416-9440c9ab47f0"
"1148738","1","1","1","Lamaiti","Lamaiti","Bahi","1","3ac4fe1e-dc0e-11ec-9416-9440c9ab47f0"
"1148738","1","2","2","Kintiku","Kintiku","Manyoni","1","3ac51685-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","1","1","Kigwe","Kigwe","Bahi","1","474424ac-dc0e-11ec-9416-9440c9ab47f0"
"1148739","1","2","2","Kintiku","Kintiku","Bahi","1","47443722-dc0e-11ec-9416-9440c9ab47f0"
"1148740","1","1","1","Lamaiti","Lamaiti","Bahi","1","41b71ffb-dc0e-11ec-9416-9440c9ab47f0"
"1148742","1","1","1","Lamaiti","Lamaiti","Bahi","1","3ce712d2-dc0e-11ec-9416-9440c9ab47f0"
"1148743","1","1","1","Kigwe","Kigwe","Bahi","1","42cc468d-dc0e-11ec-9416-9440c9ab47f0"
"1148743","1","2","2","Mnkola","Mnkola","Bahi","1","42cc5ef7-dc0e-11ec-9416-9440c9ab47f0"
"1148743","1","3","3","Lamaiti","Lamaiti","Bahi","1","42cc7915-dc0e-11ec-9416-9440c9ab47f0"
"1148744","1","1","1","Lamaiti","Lamaiti","Bahi","1","3ebd475c-dc0e-11ec-9416-9440c9ab47f0"
"1148744","1","2","2","Kongogo","Babayu","Kongogo","1","3ebd64ec-dc0e-11ec-9416-9440c9ab47f0"
"1148745","1","1","1","Kongogo","Babayu","Bahi","1","3eee8024-dc0e-11ec-9416-9440c9ab47f0"
"1148745","1","2","2","Lamaiti","Lamaiti","Bahi","1","3eee9ab8-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","1","1","Lamaiti","Lamaiti","Bahi","1","42add385-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","2","2","Kigwe","Kigwe","Bahi","1","42ade1c1-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","3","3","Mnkola ","Mnkola ","Bahi ","1","42adefe9-dc0e-11ec-9416-9440c9ab47f0"
"1148746","1","4","4","Mpunguzi ","Mpunguzi ","Dodoma mjini ","1","42adfd9b-dc0e-11ec-9416-9440c9ab47f0"
"1148747","1","1","1","Makanda ya Manyoni","Makanda ","Manyoni ","1","476396bd-dc0e-11ec-9416-9440c9ab47f0"
"1148748","1","1","1","Lamaiti","Lamaiti","Bahi","1","3f9329ae-dc0e-11ec-9416-9440c9ab47f0"
"1148748","1","2","2","Msisi","Msisi ","Bahi ","1","3f933c45-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","1","1","Lamaiti","Lamaiti","Bahi","1","3823534c-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","2","2","Msisi","Msisi ","Bahi","1","38236881-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","3","3","Kigwe","Kigwe","Bahi","1","38237d06-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","4","4","Kintiku ","Kintiku ","Manyoni ","1","38239628-dc0e-11ec-9416-9440c9ab47f0"
"1148749","1","5","5","Makanda ya Manyoni ","Makanda ","Manyoni ","1","3823aef5-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","1","1","Msisi ","Msisi ","Bahi ","1","3f325688-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","2","2","Mundemu ","Mundemu ","Bahi ","1","3f326871-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","3","3","Bahi sokoni ","Bahi ","Bahi ","1","3f32797e-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","4","4","Mpunguzi ","Mpunguzi ","Dodoma mjini ","1","3f328a36-dc0e-11ec-9416-9440c9ab47f0"
"1148751","1","5","5","Msalato ","Msalato","Dodoma mjini ","1","3f329d2b-dc0e-11ec-9416-9440c9ab47f0"
"1148811","1","1","1","Senani","Senani","Maswa","1","3d9b5e6e-dc0e-11ec-9416-9440c9ab47f0"
"1148811","1","2","2","Maswa","Nyalikungu","Maswa","1","3d9b7a56-dc0e-11ec-9416-9440c9ab47f0"
"1148817","1","1","1","Maswa","Nyalikungu","Maswa","1","3e92e213-dc0e-11ec-9416-9440c9ab47f0"
"1148817","1","2","2","Kabila","Kabila","Magu","1","3e92f27e-dc0e-11ec-9416-9440c9ab47f0"
"1148817","1","3","3","Kidinda","Kidinda","Bariadi mji","1","3e930959-dc0e-11ec-9416-9440c9ab47f0"
"1148818","1","1","1","Kidinda","Kidinda","Bariadi mji","1","3cd86c2a-dc0e-11ec-9416-9440c9ab47f0"
"1148818","1","2","2","Mwamapalala","Mwamapalala","Itilima","1","3cd87fed-dc0e-11ec-9416-9440c9ab47f0"
"1148822","1","1","1","Kidinda","Kidinda","Bariadi mji","1","38a9a43c-dc0e-11ec-9416-9440c9ab47f0"
"1148822","1","2","2","Senani","Senani","Maswa","1","38a9beb6-dc0e-11ec-9416-9440c9ab47f0"
"1148822","1","3","3","Kabila","Kabila","Magu","1","38a9d3e6-dc0e-11ec-9416-9440c9ab47f0"
"1148823","1","1","1","Kabila","Kabila","Magu","1","3c7f2cbb-dc0e-11ec-9416-9440c9ab47f0"
"1148823","1","2","2","Ngudu","Ngudu","Kwimba","","3c7f3d69-dc0e-11ec-9416-9440c9ab47f0"
"1148829","1","1","1","Kidinda","Kidinda","Bariadi tc","1","37e09858-dc0e-11ec-9416-9440c9ab47f0"
"1148831","1","1","1","Kidinda","Kidinda","Bariadi","1","3debd745-dc0e-11ec-9416-9440c9ab47f0"
"1148833","1","1","1","Mwasamba","Mwasamba","Busega","1","3f9cedcb-dc0e-11ec-9416-9440c9ab47f0"
"1148834","1","1","1","Mwasamba","Mwasamba","Busega","1","3e803381-dc0e-11ec-9416-9440c9ab47f0"
"1148834","1","2","2","Maswa","Nyalikungu","Maswa","1","3e804512-dc0e-11ec-9416-9440c9ab47f0"
"1148837","1","1","1","Mwasamba","Mwasamba","Busega","1","3f5ba4fa-dc0e-11ec-9416-9440c9ab47f0"
"1148837","1","2","2","Kidinda","Kidinda","Bariadi tc","1","3f5bb9f8-dc0e-11ec-9416-9440c9ab47f0"
"1148839","1","1","1","Nkololo","Nkololo","Bariadi dc","1","44660451-dc0e-11ec-9416-9440c9ab47f0"
"1148841","1","1","1","Mwasamba","Mwasamba","Busega","1","3cf4c2e0-dc0e-11ec-9416-9440c9ab47f0"
"1148841","1","2","2","Igoma","Igoma","Kalemela","1","3cf4dcc6-dc0e-11ec-9416-9440c9ab47f0"
"1148841","1","3","3","Kidinda","Kidinda","Bariadi tc","","3cf4f214-dc0e-11ec-9416-9440c9ab47f0"
"1148842","1","1","1","Mwasamba","Mwasamba","Busega","1","3ff8e448-dc0e-11ec-9416-9440c9ab47f0"
"1148843","1","1","1","Kidinda","Kidinda","Bariadi tc","1","4191e713-dc0e-11ec-9416-9440c9ab47f0"
"1148844","1","1","1","Mwasamba","Mwasamba","Busega","1","39780444-dc0e-11ec-9416-9440c9ab47f0"
"1148844","1","2","2","Kidinda","Kidinda","Bariadi tc","1","397812e4-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","1","1","Kidinda","Kidinda","Bariadi tc","1","3d07d0c5-dc0e-11ec-9416-9440c9ab47f0"
"1148846","1","2","2","Mwasamba","Mwasamba","Busega","1","3d07e51b-dc0e-11ec-9416-9440c9ab47f0"
"1148850","1","1","1","Mwasamba","Mwasamba","Busega","1","40ed1ce1-dc0e-11ec-9416-9440c9ab47f0"
"1148854","1","1","1","Kidinda","Kidinda","Bariadi tc","1","3e37316c-dc0e-11ec-9416-9440c9ab47f0"
"1148856","1","1","1","Kidinda","Kidinda","Bariadi","1","3f467200-dc0e-11ec-9416-9440c9ab47f0"
"1148856","1","2","2","Dutwa","Dutwa","Bariadi","1","3f4689bd-dc0e-11ec-9416-9440c9ab47f0"
"1148857","1","1","1","Kidinda","Kidinda","Bariadi tc","1","3dcd543b-dc0e-11ec-9416-9440c9ab47f0"
"1148858","1","1","1","Kidinda","Kidinda","Bariadi tc","1","4498d2e3-dc0e-11ec-9416-9440c9ab47f0"
"1148859","1","1","1","Kidinda","Kidinda","Bariadi tc","1","3fd0d540-dc0e-11ec-9416-9440c9ab47f0"
"1148861","1","1","1","Kidinda","Kidinda","Bariadi","1","412c550f-dc0e-11ec-9416-9440c9ab47f0"
"1148861","1","2","2","Mwasamba","Rutubiga","Busega","1","412c65a3-dc0e-11ec-9416-9440c9ab47f0"
"1148862","1","1","1","Mwasamba","Rutubiga","Busega","1","38c4cffb-dc0e-11ec-9416-9440c9ab47f0"
"1148864","1","1","1","Kidinda","Kidinda","Bariadi dc","1","3d4b7410-dc0e-11ec-9416-9440c9ab47f0"
"1148867","1","1","1","Kidinda","Kidinda","Bariadi tc","1","46d1f8c9-dc0e-11ec-9416-9440c9ab47f0"
